V1,V2,V3,V4
7.6494,-0.50395,11.496,1.6481
96.847,-1.9886,11.264,-1.7979
644.7,-0.53119,3.7184,-0.76274
199.58,-0.76274,7.3141,-0.84446
25.54,-4.4811,11.305,4.2904
156.1,-2.8739,10.147,-3.4051
289.94,-4.0589,6.4424,0.50395
633.95,0.081722,5.7069,-0.23155
204.0,-0.76274,9.7658,-0.76274
26.621,1.6481,5.5571,2.3699
202.31,-1.1169,9.1529,-2.9556
549.93,-0.72188,7.2733,-0.84446
107.96,-0.14982,8.54,2.3699
80.63,1.6889,10.229,-2.9148
561.38,1.2667,5.7478,-1.1441
427.42,-2.1793,8.9622,3.3778
182.95,-0.040861,5.4754,7.0826
64.72,-4.018,7.9679,-2.7241
41.82,-5.3256,10.569,1.1169
285.75,1.185,8.9213,-0.69464
128.32,-3.9499,8.1995,-0.95342
100.32,0.23155,8.3084,1.7979
16.12,-1.8796,6.7421,2.9829
5.4397,0.34051,9.4253,1.3348
360.68,-3.2144,7.355,1.9886
68.359,-1.076,12.572,-0.42223
357.61,-1.2258,9.7658,-3.909
429.35,0.23155,10.801,-0.10896
105.83,-5.094,8.3901,-0.42223
12.847,-19.041,-4.1406,2.833
2.8676,0.92618,11.986,-1.8796
90.739,0.46309,9.7249,0.84446
154.9,0.84446,9.6568,-0.081722
329.47,0.14982,8.8941,-0.38137
8.9402,-1.8387,10.147,-1.3348
164.53,-1.9886,11.414,-1.6481
633.6,-0.65378,9.8066,-1.8796
40.56,-2.7922,11.305,-0.46309
328.69,-3.9499,8.2812,-1.3076
479.91,-0.72188,10.951,-1.757
100.18,-5.7478,6.279,0.72188
35.82,-0.23155,8.9213,1.4165
32.4,3.8273,13.062,1.8796
93.357,-0.91256,6.6604,1.6481
160.52,0.10896,7.0826,0.50395
104.76,-1.3076,8.3493,-2.9556
509.39,-3.1054,8.1995,-0.10896
227.25,-1.6481,12.912,-0.29965
89.92,-6.851,8.7306,-4.1814
205.48,-9.9973,12.49,-1.9205
399.9,0.46309,0.31327,8.2403
121.11,-0.50395,6.8238,2.4517
373.87,1.3076,-0.88532,16.018
403.05,-7.0826,10.147,-0.23155
147.76,-4.8216,12.408,-0.8036
611.21,-7.2733,11.496,0.61292
112.52,-1.0351,4.6718,8.3084
44.81,-5.0531,12.408,3.1735
220.73,-4.4811,11.264,-1.1441
147.34,-9.5342,5.0123,-0.42223
609.88,-0.53119,7.2733,0.0
87.169,-0.10896,11.727,1.0351
87.18,2.3699,8.4719,-0.53119
233.39,0.10896,9.003,-2.3427
63.911,-0.76274,9.003,0.34051
176.19,-1.7298,13.825,-1.0351
37.48,-7.0826,11.455,0.95342
142.45,-5.4754,13.866,0.0
41.49,-2.9556,7.9679,-3.1463
88.507,-2.7922,7.355,1.4982
156.75,-0.10896,9.0439,2.9829
242.73,-2.3699,8.4719,0.42223
16.42,-0.46309,7.3141,1.8796
279.52,-2.1793,3.5685,-0.42223
77.05,-0.38137,9.7658,-2.7922
7.6791,-0.14982,9.616,0.99429
339.09,-6.279,6.2381,0.76274
76.25,-7.0145,11.605,-3.2961
16.9,-4.018,8.431,-0.10896
481.23,-5.4345,9.1529,-1.6889
162.98,-3.3642,8.4719,-2.8739
82.82,-8.3901,13.402,3.1054
98.65,0.081722,6.9736,1.2258
312.03,-0.42223,5.5162,-1.4982
39.197,-0.081722,6.2109,1.3348
10.43,-4.9442,8.54,-0.88532
145.18,-6.7421,13.866,1.076
55.34,-4.3721,6.8919,0.65378
457.41,-0.84446,8.7306,0.61292
24.14,2.3699,10.651,-1.9886
69.649,1.5391,10.188,-2.9829
156.91,-4.4811,5.9385,-0.61292
528.16,-0.69464,10.12,-0.8036
112.12,1.7298,8.6217,-0.72188
460.75,-7.8862,12.49,-1.757
89.06,-2.9829,8.1586,0.69464
130.2,-1.2667,4.4402,-2.3018
162.47,-1.757,6.7829,-0.65378
46.04,-5.3256,9.5751,-3.9499
644.85,1.7979,9.9973,0.8036
20.85,-5.1349,6.5922,-1.4165
204.06,-0.34051,10.529,-1.9886
284.97,-7.4367,8.2812,-1.0351
566.74,5.8976,11.223,-3.5277
509.68,-1.4574,8.431,-0.14982
49.52,-8.5808,10.924,-0.34051
152.13,-1.3757,3.9908,0.34051
145.62,-5.1349,7.5865,0.31327
28.86,-6.4288,11.455,2.3018
35.76,-1.8387,9.003,-0.10896
46.099,0.34051,10.924,-0.72188
50.992,-2.6423,8.9213,2.3427
137.19,-1.5663,8.7715,3.4459
114.62,-3.0237,6.4016,1.185
28.79,-0.84446,7.5048,0.57205
5.6703,-1.5663,10.27,-0.91256
91.66,-5.0531,7.8181,-2.4925
26.324,0.42223,5.0531,5.0531
24.99,-3.2144,7.0145,1.7298
182.49,-1.7298,6.5105,7.464
474.54,-0.29965,10.079,-0.95342
27.88,0.92618,13.525,-0.69464
87.849,-0.29965,8.431,-1.3076
626.25,-2.3699,4.018,-1.9477
284.73,-5.4345,12.871,3.2144
148.44,-0.50395,12.34,-0.84446
11.62,-2.9148,9.112,0.14982
103.36,-0.76274,9.112,-0.53119
298.75,0.53119,6.3607,-0.65378
82.24,-5.4073,9.9156,0.69464
180.75,-1.076,6.4424,7.0553
81.563,-2.9829,6.6331,1.5391
207.05,-2.3018,8.8532,1.1441
195.74,-3.4868,8.4719,-0.34051
63.45,-1.6072,8.1177,-1.4165
53.41,-1.4982,12.912,0.081722
156.01,0.46309,8.4991,-0.29965
94.499,-0.8036,5.2166,8.0088
290.53,-4.4811,9.7249,0.95342
1.0195,-1.4574,7.4367,6.4016
65.8,-6.3607,10.42,-2.3699
260.98,-1.4982,8.1586,-2.261
22.84,-1.2667,11.605,1.9205
425.44,-2.5606,12.49,0.53119
367.21,-0.76274,9.7658,0.10896
175.63,-2.0703,10.079,1.1441
14.95,-3.0237,9.1529,-0.76274
547.02,-2.3427,12.98,1.3348
129.93,-3.909,3.0646,-1.3076
20.32,0.38137,9.5751,-1.3757
178.21,-5.1757,12.408,-2.6423
68.33,0.34051,7.2052,-1.2258
81.71,-7.2052,8.6625,-3.1054
108.19,-2.9148,6.3607,0.50395
230.1,-2.9148,6.0474,1.5391
42.0,-1.5255,11.141,-1.6889
13.34,-4.7535,9.8066,-0.95342
50.602,-2.1793,8.7306,2.9148
326.63,-2.3699,9.3436,1.6072
158.78,2.833,8.431,-3.2144
274.18,-1.9886,6.0883,0.0
9.4504,0.92618,7.6955,0.53119
174.77,-1.9205,12.871,0.99429
86.8,-4.3313,7.8181,-2.7513
216.25,-1.5255,5.5162,7.927
27.32,-1.4982,10.079,-1.6072
268.64,-1.7298,9.003,2.6832
19.14,-2.1112,10.27,-0.34051
10.73,-0.29965,9.507,-0.91256
577.28,1.3348,16.018,2.6423
98.099,-0.040861,5.7886,0.42223
587.97,-0.53119,9.4253,-1.0351
167.19,-3.0237,8.9622,-0.53119
505.66,-4.7126,8.1995,0.92618
10.0,-2.7241,9.2755,0.69464
177.97,-0.38137,9.3436,-1.4165
4.7304,6.8919,10.883,-0.14982
269.45,-1.5663,9.003,2.8739
72.543,0.0,4.6718,8.8532
132.63,-3.5685,5.6661,-4.2087
307.96,-1.5255,9.3844,-3.4868
36.769,-0.34051,11.264,3.1054
71.72,-2.3699,12.217,-1.2667
9.6691,0.14982,9.5751,-1.2667
91.079,-1.4574,13.253,-0.53119
27.277,-1.6481,12.721,0.10896
56.87,-0.14982,5.5162,2.6015
162.06,-4.4402,8.4719,-1.4165
110.03,-8.2403,3.5277,-1.2667
61.26,0.99429,7.2733,-1.4165
137.24,-5.8159,8.6625,-0.95342
320.27,-3.1735,9.9565,4.7126
477.49,-1.2258,6.6604,-0.99429
56.48,-0.8036,8.4991,0.65378
229.61,-3.9771,15.595,-5.5571
59.8,0.38137,7.6683,-1.9205
612.38,-2.261,9.3436,-3.9771
29.527,-0.65378,9.7658,0.88532
151.33,-0.53119,11.414,1.9477
297.9,-4.985,8.431,-0.95342
113.98,0.0,9.5342,-0.84446
146.66,-2.3018,2.4517,-0.081722
148.49,-0.61292,9.616,-0.57205
476.51,-1.6889,8.2403,-0.88532
13.53,-0.081722,9.2755,-0.72188
52.41,0.92618,9.112,0.92618
65.71,-0.42223,7.5457,0.99429
1.1673,0.72188,7.5457,5.5162
56.24,0.040861,13.825,1.6889
467.51,-2.6832,7.7772,0.50395
116.11,-1.8387,8.6898,-0.23155
468.82,-0.95342,9.616,0.0
31.71,-0.95342,12.149,-3.2144
105.91,1.076,5.4754,9.5751
642.36,1.185,6.8919,-0.10896
161.93,-2.3427,10.692,-3.4051
95.019,-0.84446,5.5571,8.0496
51.88,-1.9205,6.0202,7.6955
22.56,-7.1643,10.27,2.1112
449.93,-1.9205,12.49,-0.91256
135.99,-1.8796,9.3027,-0.65378
251.44,-1.8796,9.8066,0.23155
406.26,3.5958,10.842,-2.9829
309.4,-1.757,6.0474,2.1112
122.03,-9.6977,12.762,2.6423
79.972,-2.5334,12.572,3.7865
182.08,-5.9793,10.379,0.14982
261.88,-1.4165,3.4459,-0.040861
296.33,-3.337,14.628,-2.7513
338.41,-2.4517,7.8862,-5.4345
56.92,-12.299,13.184,-1.2258
2.6403,-1.3076,6.3198,5.8295
33.329,-0.23155,9.8066,1.9205
166.23,2.152,10.079,-0.29965
155.93,-0.69464,11.182,-2.261
206.2,-1.1441,8.0769,0.69464
134.41,0.31327,8.9213,0.0
151.94,-1.5255,6.7829,6.9736
48.942,-1.076,9.1529,2.833
10.2,0.69464,14.288,-0.38137
427.22,-0.50395,6.4424,0.38137
87.88,-2.6015,10.188,-0.040861
643.08,-1.076,12.027,0.081722
394.84,0.081722,9.8066,-1.076
68.48,0.42223,9.112,2.3699
115.68,-1.3076,13.716,-2.0703
213.21,-3.7592,8.1995,-3.2144
3.6401,0.92618,10.229,2.0703
172.37,-2.9829,8.0769,3.8682
481.18,-1.7298,11.795,-0.65378
294.52,-1.6481,8.7715,3.7865
125.95,0.53119,10.651,-2.1793
405.84,-0.38137,9.3027,-1.3757
69.73,-0.38137,7.7364,-1.7979
85.067,-1.9886,8.2812,0.46309
428.97,-1.4165,14.478,-0.42223
569.26,-0.69464,11.346,-0.19068
603.78,0.53119,8.2812,12.681
205.27,-1.3757,0.72188,-1.185
586.22,5.1757,6.279,-1.7298
26.02,-2.9829,6.6331,-0.14982
14.809,-0.29965,10.42,0.040861
357.37,-1.757,7.4367,-3.0646
405.91,0.72188,5.1349,7.7364
29.25,-2.7241,4.7535,1.1169
195.01,-3.6366,9.1937,-0.29965
152.25,-1.6889,6.9736,-2.0294
211.7,-11.305,14.819,-1.9205
127.3,0.14982,12.953,0.72188
47.519,0.65378,10.883,-0.8036
159.99,-4.1406,8.5808,8.5808
46.87,-0.65378,5.2438,8.3901
663.3,0.53119,6.8238,1.076
581.31,1.9477,12.721,-1.185
23.148,0.10896,8.8941,8.8941
72.347,1.6072,10.46,-1.6072
88.537,-2.9556,8.5808,1.3076
14.73,-2.6832,10.651,0.95342
180.88,0.14982,6.4424,-0.38137
22.721,-4.0589,9.6568,5.7478
80.18,-4.1406,9.1937,-0.10896
59.492,1.5391,9.9156,2.0703
146.74,2.4517,7.5457,-0.50395
301.29,0.27241,10.12,-1.2667
62.65,0.46309,9.4253,1.1441
4.8397,0.46309,9.507,0.50395
570.91,-0.29965,7.5865,0.8036
311.24,3.2553,12.599,-4.1814
93.65,-4.5628,8.8124,-0.69464
27.18,1.2667,10.079,-5.0123
356.35,-4.5901,8.7715,-2.4517
126.48,-0.88532,4.7535,8.2403
126.07,-1.076,8.54,-1.2258
33.199,-1.076,10.924,1.1169
476.45,-2.1793,9.8475,0.46309
488.57,-4.2495,9.2755,-0.53119
384.78,-0.8036,9.1937,-3.3642
262.43,-4.522,9.4661,-1.6072
149.39,-2.7513,4.0997,4.0997
270.91,-7.4367,12.34,-0.14982
541.95,-0.65378,3.909,7.6683
85.94,-6.4697,13.103,0.72188
26.151,-1.8387,8.2403,-0.72188
483.32,-1.076,7.1234,-1.3076
239.89,-1.6889,8.6217,3.9499
166.7,-5.7886,6.6331,1.3076
381.09,-3.4868,11.918,-2.4517
355.76,-2.2201,10.569,1.8387
229.98,3.2144,8.6898,-3.7865
2.8302,0.72188,9.9973,-0.19068
234.66,-3.337,7.1643,0.081722
338.17,-8.6625,12.367,6.851
5.5701,-0.8036,9.8066,9.8066
24.69,-1.4165,9.4661,0.84446
129.77,-0.8036,8.7715,-0.040861
16.42,-3.7865,6.1292,0.34051
206.84,-2.4925,8.7715,0.61292
94.15,-1.2258,8.6898,1.9886
72.813,-0.23155,5.5162,7.927
289.82,-2.1112,11.986,5.2438
170.21,-3.1463,8.6625,0.46309
211.1,-0.95342,1.2258,-1.2258
53.11,-4.1406,12.721,-0.95342
89.823,-5.0123,5.9385,-0.76274
92.71,-4.6718,8.4719,1.1441
48.449,0.76274,10.311,0.27241
231.58,2.1793,7.927,-4.7535
104.47,-0.88532,5.6661,0.65378
294.17,-2.9829,9.2755,-0.50395
87.279,-0.23155,12.068,1.8796
199.52,-1.9886,7.6683,1.185
396.62,-0.34051,-0.72188,9.5342
4.15,-4.8216,13.062,-0.38137
152.74,-9.3436,11.564,1.1169
153.19,-4.5901,7.2733,0.61292
74.29,0.99429,10.733,-2.1793
142.01,0.72188,13.293,0.99429
9.2702,3.1735,12.83,12.83
83.702,3.1054,3.7865,0.0
193.01,-1.8387,8.6217,3.5958
12.57,0.76274,15.405,-0.72188
116.05,-0.84446,11.141,1.757
422.19,-1.0351,12.027,-2.1793
136.55,-9.3844,13.566,1.3757
372.04,0.23155,-3.3642,9.9156
192.85,-8.0769,10.501,0.31327
590.75,5.6661,9.0848,-3.2144
19.921,-8.6625,3.0237,4.5901
66.669,0.53119,5.9385,0.61292
145.61,-10.147,5.1757,-1.7298
366.16,-1.1169,10.842,-0.23155
363.4,-2.6423,7.8589,-2.1112
16.26,-0.19068,7.5865,-0.29965
59.209,2.1793,9.003,-0.84446
475.19,-0.50395,8.9622,0.27241
247.29,-0.42223,9.8475,-1.2667
227.39,-1.4574,8.9213,3.3778
631.24,-7.9679,11.754,1.6481
522.01,-12.558,12.98,7.355
84.35,-9.2346,15.282,1.3076
618.99,-0.46309,3.6775,9.3027
216.22,-1.7298,5.4345,7.8181
95.789,-0.99429,10.311,-0.42223
159.7,-4.7535,9.3436,-0.27241
514.98,-0.95342,10.147,-0.040861
461.53,-0.29965,7.2733,-1.4165
72.77,0.0,9.4661,-1.5663
334.48,-1.6481,9.0848,2.6832
289.43,-4.8625,10.801,-0.29965
189.56,-3.0646,7.4367,-0.69464
30.6,2.6015,4.3313,0.19068
10.219,2.1793,10.27,-1.2667
582.42,-0.84446,10.12,-1.0351
261.31,-7.1643,3.0237,2.8739
58.71,-2.6832,10.079,-4.7126
143.18,-0.69464,10.079,4.5628
170.0,-1.0351,10.12,-1.4574
46.72,-0.8036,8.8124,0.38137
352.04,-7.7364,6.6331,0.34051
99.152,-1.4165,10.883,3.6366
437.33,-0.42223,9.6568,-0.42223
142.82,-3.1463,11.264,-0.19068
186.8,-1.8796,8.8124,1.8387
5.0,-6.2381,7.464,-6.6604
554.64,-0.46309,9.5342,-0.76274
55.559,0.95342,10.76,3.4051
52.16,-0.38137,9.616,1.4165
112.09,1.7298,8.2403,-0.040861
23.349,0.19068,5.8295,0.0
78.97,-1.4982,6.6331,1.1169
142.9,2.0294,14.56,-1.4982
137.95,-0.69464,9.0848,9.0848
91.4,-0.84446,7.464,1.3757
122.09,0.76274,9.0848,-1.3076
422.67,-2.9148,8.8941,2.9556
565.86,1.8387,9.507,-3.0646
47.34,-8.0769,14.438,-0.50395
71.54,-1.5663,7.6683,-1.8387
89.85,-0.29965,5.9385,-1.3348
171.45,-1.6889,8.3493,4.522
73.17,-5.094,11.223,-2.3699
291.93,-3.4051,8.8941,0.72188
9.1201,-2.9556,9.112,0.31327
36.919,1.6889,7.1643,1.6481
455.84,-4.7944,12.531,-2.1384
354.21,-0.10896,7.7772,-2.9556
510.45,-0.23155,7.5457,-1.7298
209.27,-0.53119,8.54,3.2144
64.599,0.76274,6.9328,1.1441
142.39,-5.9793,10.692,0.0
235.82,-0.95342,9.112,-0.081722
549.27,-0.50395,7.5457,-1.076
145.92,-0.42223,10.188,-0.29965
356.47,-4.3721,15.091,-3.2144
89.47,-0.57205,6.8919,0.42223
55.06,2.4925,4.3994,2.4108
572.54,-0.42223,8.8124,-0.34051
128.65,-0.42223,9.616,-0.91256
266.4,-1.8796,10.038,0.34051
502.29,-4.7126,8.6217,-0.42223
142.96,1.9886,9.6568,-2.4925
53.68,-1.076,4.7944,8.2403
166.58,-0.84446,4.3721,8.8532
198.77,-0.76274,12.762,0.65378
68.43,-1.5663,12.217,-1.757
250.36,-0.19068,8.8941,-1.3757
22.839,-1.8796,4.1406,-0.46309
163.24,-9.1937,11.754,-1.3757
641.9,-7.8589,8.6217,-1.2667
189.85,-8.1586,12.217,1.2667
162.97,0.50395,10.188,-2.5334
178.71,-3.6775,12.217,-2.9148
253.36,-0.19068,6.0883,1.8387
337.09,-9.7249,13.103,7.5457
72.849,-0.19068,11.032,2.261
27.47,-1.4982,7.4367,3.8273
96.96,-3.9771,8.8124,-1.4574
61.03,4.522,12.449,1.5391
101.17,-0.72188,10.569,1.3076
129.62,4.1406,0.61292,0.61292
472.96,-7.0417,13.402,-0.10896
30.73,5.9385,8.8124,-3.3642
153.4,-0.27241,8.3493,0.50395
116.93,-8.8805,6.0474,-2.833
21.45,-1.6481,7.8589,0.23155
63.54,0.040861,7.3958,-0.8036
2.6573,-0.27241,7.1643,-1.8387
117.87,-0.42223,13.797,-1.7979
338.16,-4.0589,12.531,-2.3427
12.34,-1.6072,11.114,1.6481
7.5815,4.5628,-5.5162,10.883
80.81,-4.0997,6.0474,-2.2201
59.81,0.31327,7.9679,-0.14982
73.019,1.4165,6.8238,1.185
99.042,-7.9679,7.355,-0.38137
445.51,-0.69464,9.5751,0.14982
259.33,-0.91256,5.4754,-1.3348
4.6401,-2.5334,6.7012,-2.6015
0.33994,0.19068,6.4016,6.4016
387.42,-0.95342,13.906,-0.57205
87.053,-3.5685,8.4719,1.7298
64.15,0.46309,9.3844,1.185
216.35,-0.14982,9.3436,-4.9033
43.61,-2.8739,5.1349,0.10896
47.3,-2.4925,4.6037,0.38137
74.71,-6.5105,12.953,-4.2904
93.389,2.8739,13.021,-2.1112
200.5,-1.1441,9.5342,0.081722
14.33,0.69464,7.1234,-0.99429
230.94,-3.8682,14.179,-3.5685
45.07,0.92618,9.6977,-0.27241
56.33,-4.018,11.455,-0.10896
341.5,0.10896,9.5751,1.2667
138.65,-2.6015,7.1643,-1.0351
52.77,-5.6252,12.108,-0.76274
22.369,-0.10896,13.675,-1.4574
212.19,-1.2667,6.4016,-1.8796
571.03,3.6775,16.59,-2.7241
71.52,0.27241,9.4661,1.6072
393.59,-3.2144,4.9033,-3.2553
52.8,0.081722,8.3493,1.9477
161.54,-0.081722,8.2403,-0.29965
103.33,-2.4517,10.46,0.0
217.15,-1.2258,5.8976,7.6274
485.6,-0.95342,8.54,-1.2258
156.66,-0.19068,8.8532,2.6832
21.77,-2.5606,6.1292,0.92618
503.96,-1.4574,11.414,-1.3348
445.42,-0.34051,15.214,0.57205
97.82,-4.5901,11.114,0.50395
192.28,1.2667,11.223,1.6889
291.83,-1.9205,9.9156,4.522
78.93,0.14982,9.6977,1.7298
159.18,-3.2961,9.8884,-2.833
57.44,-0.29965,9.8475,-0.50395
425.5,-0.081722,10.733,-1.2258
42.91,-0.69464,6.4697,9.9156
50.49,2.3018,6.5922,9.2346
29.237,-2.833,10.147,1.7298
20.82,-0.88532,5.7069,7.5865
23.019,0.040861,13.184,0.50395
457.53,0.0,10.651,-0.46309
533.15,-2.1793,11.305,-0.65378
343.49,-1.076,6.8919,2.9556
259.19,-0.76274,7.7772,3.9908
50.07,0.57205,12.149,0.65378
47.39,-0.081722,11.918,-0.040861
416.76,0.72188,6.17,-0.14982
127.99,-1.8387,8.4719,4.1406
15.01,-3.1054,9.2346,-0.53119
201.8,3.7184,7.9679,-3.8273
31.979,-2.833,11.727,-0.99429
118.12,-0.99429,6.0474,1.1441
197.43,-9.4661,15.554,-2.7922
14.989,1.2667,6.4697,0.92618
227.22,0.14982,11.073,-1.7979
56.86,-5.0531,3.7184,0.27241
47.93,-0.34051,10.229,0.46309
31.679,-0.10896,11.373,1.9477
650.69,-3.2144,16.208,4.2904
515.5,-1.6889,10.079,-1.0351
28.449,0.50395,5.8976,2.3699
6.7907,-3.8682,8.6898,-2.4517
10.297,-3.0646,6.17,-1.9205
141.11,-3.9499,10.27,-4.3721
177.34,-1.1441,9.6977,-0.69464
136.42,-9.8884,8.1586,-1.1441
101.86,-4.9033,9.616,-0.081722
236.59,-1.757,9.003,3.909
70.57,-5.203,11.536,-0.23155
299.2,0.46309,4.0997,8.0496
89.659,-0.65378,7.5048,-1.3348
129.57,0.31327,5.6661,8.6217
77.599,-0.53119,13.566,2.7649
134.78,-0.69464,6.1292,6.9328
120.76,-3.1054,5.0531,-1.5663
64.03,6.7012,8.6898,-1.2667
300.62,-2.1793,8.54,3.5277
152.92,-0.76274,4.9033,8.3084
265.05,-2.6423,11.605,-2.2201
75.29,-1.7979,9.8884,-1.1169
3.1092,0.50395,4.2904,8.8124
41.0,-2.833,8.1177,-3.7184
112.18,-2.833,7.6683,0.65378
459.34,-3.4459,5.7069,-1.0351
386.54,0.92618,10.229,1.2667
630.7,-7.9679,9.0848,-0.27241
78.81,0.99429,14.478,0.38137
218.01,-1.4574,9.003,2.833
362.83,-2.0703,8.1586,-2.1384
158.55,-0.27241,8.7306,4.522
80.82,-0.040861,9.7658,1.6889
81.62,-3.5685,10.501,-2.7513
276.61,-4.2495,6.279,2.3699
48.567,-3.2144,13.797,2.4517
22.48,2.8739,13.593,0.65378
26.35,0.88532,9.3027,-2.833
317.17,-1.9477,15.364,0.10896
331.36,-2.6015,8.54,3.1054
275.19,-2.4517,8.6898,2.3018
61.8,3.5958,6.8238,-1.6889
395.86,-0.99429,-2.5606,10.924
348.56,-0.61292,7.3141,0.0
86.46,-0.34051,12.64,1.6072
472.82,-0.34051,8.8941,-0.081722
155.27,-1.185,6.3198,-0.8036
13.369,0.081722,10.338,1.076
5.7802,1.8387,10.924,-2.3018
159.01,-5.7069,12.572,4.6037
291.3,-1.2667,5.598,-0.61292
31.41,-5.6661,11.986,-0.50395
57.18,-0.53119,9.616,-1.4574
56.267,0.040861,4.3994,0.27241
375.24,-2.4517,5.4754,-2.2201
95.9,-4.5628,7.3958,1.9886
231.11,-3.5958,4.7535,-1.4982
356.98,-8.6898,13.334,6.1292
120.91,-1.2667,7.7364,1.6072
391.08,-0.081722,-1.8387,7.7772
152.79,-5.598,9.1529,3.2144
81.369,0.99429,9.6568,2.6832
537.65,-0.65378,8.0769,-3.2553
85.62,-2.0703,10.079,-1.9477
3.9773,1.1169,7.3141,2.6015
70.221,-0.95342,9.7658,-0.34051
37.86,-2.6832,8.6625,-1.8796
91.36,-2.3427,10.569,-0.34051
334.08,-2.6423,8.0496,1.1169
20.08,-1.7979,9.3027,-0.91256
214.68,-12.531,11.686,-0.88532
122.28,-2.9148,9.7249,-0.38137
178.11,-1.3348,8.9213,3.4459
131.18,7.6274,3.6366,3.6366
487.34,-1.4165,7.464,-0.29965
144.49,-3.337,6.4016,-2.1793
1.6501,4.985,6.6604,5.5162
46.51,0.8036,9.8475,-1.4165
609.55,-7.5865,11.032,1.3348
540.39,2.0703,9.2346,-2.3427
113.03,-4.2495,7.7772,3.9908
81.32,-1.7298,10.147,-0.27241
78.14,-0.53119,5.8976,-0.65378
157.35,-3.3642,11.918,11.918
508.14,-4.018,5.6252,11.141
104.71,-0.38137,6.9328,-1.3757
515.71,-11.605,13.103,2.152
59.839,2.5334,6.4016,1.076
81.657,-3.8682,12.149,1.4165
4.9102,5.8976,1.9477,-1.6889
170.2,-0.8036,9.4253,0.19068
7.0896,-0.57205,9.3027,1.5663
91.66,-0.95342,11.141,-0.10896
111.98,-7.5865,5.094,-0.61292
273.26,-0.29965,9.3436,1.757
194.83,3.1463,8.7306,-0.69464
485.3,-0.65378,7.6274,0.34051
60.12,-6.1292,11.073,-0.46309
31.84,0.10896,7.0826,-0.61292
437.72,-4.2904,9.9156,-1.3348
315.37,-8.3493,12.027,0.34051
332.59,-3.4459,8.8941,-0.19068
78.643,-3.5685,8.8532,0.84446
19.03,-0.95342,9.4253,0.65378
312.1,-1.4165,5.8295,1.2667
428.94,-1.2258,12.408,-0.081722
20.91,2.3427,4.7126,1.6481
219.65,-1.757,8.5808,3.5685
205.82,1.4574,2.4925,-9.2755
147.78,1.1441,3.6775,6.7012
27.959,2.7922,9.0439,-2.1384
2.7802,4.0589,7.5457,-2.3018
139.77,0.61292,13.906,-0.23155
329.88,-2.3018,9.003,2.7649
228.1,1.0351,11.564,2.2201
67.14,-5.4073,16.167,-2.5606
15.74,-0.57205,9.6568,-1.4574
107.27,-6.8919,3.7592,-1.9477
366.42,-5.1757,8.2812,-0.8036
24.459,2.9829,7.9679,-1.9205
95.929,1.2667,6.6331,0.92618
360.27,-1.5663,11.223,-1.1169
9.8262,-16.167,-6.9736,9.8475
361.12,-2.1384,5.1757,-2.1384
120.45,-1.0351,9.616,3.6775
22.29,5.5571,7.6274,-2.6015
342.49,-0.040861,7.6274,-1.1441
94.2,-3.4051,9.2755,-0.61292
213.77,-2.9148,6.2109,-0.27241
246.3,-1.3757,5.5571,1.0351
180.04,-0.61292,15.323,-1.4165
21.94,-0.76274,8.9213,8.9213
107.77,-1.1441,5.6252,7.8862
115.26,-0.76274,13.402,2.3018
102.68,-2.6832,7.4367,-0.14982
84.24,0.57205,7.246,-0.38137
127.27,1.3757,8.5808,-0.42223
112.5,2.9556,9.2755,0.19068
123.8,2.4108,9.5751,-2.833
141.34,-6.0202,12.108,1.9205
152.2,-5.4754,6.7012,6.7012
438.28,-4.5628,8.0496,-0.84446
285.24,-0.53119,8.1586,-4.0589
332.56,0.14982,9.4253,1.8387
38.6,-2.4108,5.1757,2.6015
639.23,-6.2381,8.1995,0.38137
33.327,-1.2667,4.7535,-0.38137
121.59,-8.431,4.3994,-1.6481
126.33,-0.14982,12.177,1.1441
134.36,-1.3076,14.247,2.0703
651.93,-1.3076,14.519,2.6015
45.0,-4.1814,7.5865,-0.081722
90.47,-3.5685,8.7715,-1.4165
172.23,-7.5865,13.375,0.42223
2.2991,0.84446,-0.61292,11.605
75.821,-4.5901,9.0439,-3.8273
269.59,-2.6832,3.1735,0.10896
140.53,-2.3699,9.4253,-2.5606
80.299,-0.50395,10.501,2.4108
87.08,-1.4574,7.2733,-0.081722
101.05,0.040861,7.3958,-0.84446
528.72,-2.9829,8.3084,-4.2087
186.25,0.99429,6.6331,0.84446
203.09,-5.1349,8.1995,-0.040861
77.55,-1.9477,12.027,0.57205
264.83,1.6072,11.496,0.61292
106.58,-1.9477,10.883,2.0703
317.29,-1.6889,9.8475,-3.8273
211.89,-7.927,8.7715,-5.094
376.87,0.23155,-0.19068,7.0826
412.71,-0.42223,13.825,-0.46309
166.71,1.185,8.1586,-5.203
37.03,-0.46309,9.616,-0.19068
37.39,-2.1112,10.12,-0.081722
556.5,-0.57205,9.616,-0.8036
206.83,-3.5277,8.2812,-1.6072
224.43,2.7241,7.8589,-4.5901
44.701,-10.501,14.628,0.42223
654.28,-0.95342,6.0202,5.7478
86.513,-0.95342,9.9565,-0.61292
379.51,1.3076,0.19068,11.414
37.647,-2.1112,9.4661,1.7979
155.61,-0.99429,9.1937,3.0646
150.07,-7.6955,2.9148,2.6015
253.19,-2.0294,9.4253,0.99429
426.28,-3.1735,8.3901,3.5685
214.1,0.34051,12.721,-0.57205
56.269,1.3757,7.5048,-0.69464
