carat,depth,table,x,y,z,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.23,61.9,57.0,3.93,3.96,2.44,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.98,62.7,60.0,7.9,7.96,4.98,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1.51,62.7,56.0,7.3,7.35,4.59,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.14,59.2,61.0,6.84,6.82,4.04,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.32,62.4,55.0,4.43,4.41,2.76,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.5,59.6,63.0,5.11,5.16,3.06,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.09,62.4,59.0,6.53,6.48,4.06,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.5,60.8,58.0,7.36,7.42,4.49,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.31,60.5,61.0,4.39,4.4,2.66,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.54,61.9,57.0,7.39,7.5,4.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.72,61.0,59.0,5.73,5.78,3.51,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.9,57.0,4.3,4.33,2.67,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.54,61.7,55.0,5.27,5.24,3.24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.71,62.6,58.0,5.72,5.75,3.59,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.61,60.8,57.0,5.48,5.4,3.31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,62.6,57.0,6.42,6.3,3.99,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.01,61.3,59.0,6.47,6.41,3.95,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.43,61.7,58.0,4.82,4.84,2.98,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.5,61.6,55.0,7.37,7.43,4.56,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1.05,62.1,56.0,6.48,6.54,4.04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,60.1,59.0,4.41,4.38,2.64,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.54,63.0,60.0,5.13,5.12,3.23,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.43,60.5,59.0,4.91,4.88,2.96,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.13,61.5,56.0,6.69,6.71,4.12,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.32,61.3,59.0,4.35,4.39,2.68,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.57,62.4,56.0,7.46,7.41,4.64,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.71,60.4,56.0,5.8,5.85,3.52,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.33,61.7,54.0,4.45,4.47,2.75,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.42,61.7,56.0,4.82,4.8,2.97,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.9,60.7,59.0,6.25,6.21,3.78,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.55,61.6,56.0,7.44,7.49,4.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7,60.6,57.0,5.76,5.79,3.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.55,61.8,57.0,5.34,5.27,3.28,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.71,61.5,55.0,5.78,5.75,3.54,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9,63.1,54.0,6.13,6.16,3.88,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.5,63.0,55.0,5.04,5.09,3.19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,59.6,60.0,6.43,6.48,3.85,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.7,61.3,57.0,7.6,7.67,4.68,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.26,62.1,60.0,4.03,4.12,2.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.54,61.3,55.9,5.23,5.27,3.21,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.5,62.9,57.0,7.24,7.28,4.57,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.31,62.2,53.6,4.32,4.35,2.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.79,63.9,56.0,5.89,5.84,3.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.6,57.0,4.3,4.33,2.66,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.2,60.9,57.0,6.86,6.8,4.16,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.58,63.0,56.0,5.35,5.28,3.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.98,61.8,58.0,6.37,6.32,3.92,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.44,61.3,56.0,4.92,4.87,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.41,59.1,58.0,4.88,4.83,2.87,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.57,61.0,60.0,5.32,5.36,3.26,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,62.6,58.0,5.64,5.67,3.54,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,61.9,55.0,4.32,4.34,2.68,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.33,60.7,58.0,4.5,4.46,2.72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.37,61.2,60.0,4.63,4.59,2.82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.32,61.7,58.0,4.41,4.38,2.71,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.71,61.6,59.0,5.75,5.71,3.53,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.47,60.5,57.0,5.04,5.07,3.06,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.87,62.3,57.0,7.88,7.82,4.89,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.3,58.5,64.0,4.42,4.37,2.57,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.91,64.0,56.6,6.09,6.15,3.92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.72,60.9,56.0,5.78,5.84,3.54,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.51,60.4,59.0,7.27,7.3,4.4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1.02,61.7,56.0,6.44,6.52,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.21,61.0,57.0,6.88,6.85,4.19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9,57.7,61.0,6.34,6.32,3.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,64.5,56.0,7.93,7.86,5.09,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.71,62.9,59.0,5.68,5.71,3.58,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0.41,61.3,59.0,4.79,4.73,2.92,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.9,62.8,59.0,6.13,6.03,3.82,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.8,60.8,56.0,5.99,6.05,3.66,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.33,61.2,56.0,4.46,4.49,2.74,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.01,58.0,61.0,6.53,6.5,3.94,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.92,62.1,60.0,6.21,6.26,3.87,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.31,61.1,59.0,4.35,4.36,2.66,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.01,62.9,55.0,6.35,6.41,4.01,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.51,62.9,57.0,5.11,5.09,3.21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.51,60.2,60.0,7.44,7.41,4.47,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.58,61.9,55.0,7.47,7.51,4.64,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.14,59.6,58.0,6.8,6.78,4.05,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.35,62.1,56.0,4.51,4.47,2.79,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.57,62.3,53.0,5.32,5.34,3.32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.32,63.4,56.0,4.37,4.34,2.76,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1.03,60.9,57.0,6.53,6.55,3.98,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,61.8,54.0,4.34,4.36,2.69,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.7,60.4,58.0,5.82,5.77,3.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.7,62.4,57.0,5.64,5.67,3.53,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.55,59.7,58.0,5.35,5.33,3.19,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.41,62.1,57.0,4.77,4.76,2.96,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.52,61.0,61.0,5.17,5.19,3.16,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.92,62.6,55.0,6.22,6.24,3.9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.21,61.7,59.0,6.83,6.78,4.2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.74,61.3,55.0,5.85,5.86,3.59,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.31,61.0,56.0,4.38,4.34,2.66,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.43,63.6,55.0,4.83,4.8,3.06,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.38,61.9,56.0,4.63,4.67,2.88,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.51,62.8,56.0,5.13,5.15,3.23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.71,62.8,56.0,5.75,5.68,3.59,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.85,63.6,56.0,5.97,6.01,3.81,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,61.4,55.0,4.31,4.34,2.65,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,58.1,61.0,4.39,4.42,2.56,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.51,61.2,58.0,7.3,7.35,4.48,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1.54,62.7,60.0,7.34,7.37,4.61,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.3,60.8,58.0,4.31,4.34,2.63,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,62.0,54.0,5.11,5.15,3.18,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.37,62.2,59.0,4.56,4.54,2.83,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.36,60.8,58.0,4.57,4.61,2.79,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.37,61.1,57.0,4.63,4.66,2.84,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.02,62.7,56.0,6.37,6.43,4.01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.5,62.4,58.0,5.04,5.06,3.15,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.39,60.6,57.0,4.72,4.75,2.87,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.91,64.9,56.0,6.08,6.05,3.94,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.55,59.1,59.0,5.36,5.4,3.18,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.54,61.5,56.0,5.23,5.25,3.22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.3,61.8,59.0,6.99,6.95,4.31,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.64,62.2,53.0,5.54,5.56,3.45,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.6,66.5,56.0,5.31,5.21,3.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.2,59.0,60.0,3.81,3.78,2.24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09,61.0,64.0,6.63,6.58,4.03,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.71,61.3,56.0,5.78,5.73,3.53,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.4,62.0,55.0,4.74,4.68,2.92,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,62.1,58.0,4.27,4.3,2.66,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3,62.2,60.0,4.24,4.28,2.65,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.41,61.0,56.0,4.83,4.81,2.94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.55,61.1,56.0,5.31,5.27,3.23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.19,58.8,58.0,7.04,6.9,4.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.79,63.2,59.0,5.87,5.84,3.7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.15,61.0,57.0,6.76,6.78,4.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.72,63.0,56.0,5.73,5.76,3.62,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,61.2,56.0,4.37,4.39,2.68,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.34,60.0,58.0,4.55,4.51,2.72,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.53,61.4,56.0,5.21,5.24,3.21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.81,58.0,59.0,6.17,6.13,3.57,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.31,61.6,56.0,4.35,4.38,2.69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.51,60.5,56.0,5.23,5.25,3.17,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0.81,62.3,57.0,5.99,5.95,3.72,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.71,62.3,57.0,5.73,5.66,3.55,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.4,62.9,59.0,4.72,4.69,2.96,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.43,62.2,58.0,4.78,4.83,2.99,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.51,63.9,59.0,7.26,7.18,4.61,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.4,63.2,56.0,4.69,4.74,2.98,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4,62.2,56.0,4.71,4.74,2.94,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.71,62.2,55.0,5.7,5.75,3.56,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.38,61.2,55.1,4.69,4.73,2.88,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.72,62.1,55.0,5.73,5.8,3.58,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.92,60.8,58.0,6.27,6.32,3.83,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.51,60.4,61.0,7.33,7.37,4.44,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,61.5,55.0,4.37,4.41,2.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.31,62.0,54.0,4.38,4.39,2.72,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.5,62.0,58.0,5.07,5.09,3.15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.01,62.1,57.0,6.48,6.44,4.01,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3,61.6,58.0,4.29,4.32,2.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,62.2,58.0,4.33,4.22,2.66,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.6,62.9,59.0,5.35,5.39,3.38,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,61.2,56.0,5.76,5.78,3.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.43,61.7,57.0,4.83,4.86,2.99,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.28,61.0,59.0,4.18,4.24,2.57,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2.01,61.5,53.0,8.13,8.03,4.97,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,63.3,55.0,6.41,6.36,4.04,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1.01,60.8,59.0,6.42,6.46,3.92,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.41,59.3,58.0,4.87,4.85,2.88,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.91,62.5,59.0,6.19,6.09,3.84,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3,62.3,53.7,4.29,4.32,2.68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.5,62.0,57.0,5.04,5.12,3.15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1.51,64.2,58.5,7.16,7.22,4.62,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5,60.6,59.0,5.07,5.12,3.09,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.8,56.0,4.29,4.32,2.66,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.32,62.5,55.0,4.36,4.38,2.73,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.59,60.8,57.0,5.37,5.42,3.28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.53,61.0,56.0,5.23,5.26,3.2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.74,61.4,59.0,5.81,5.82,3.57,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.38,62.6,56.0,4.6,4.64,2.89,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.1,61.2,57.0,6.66,6.61,4.06,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.12,58.6,58.0,6.85,6.81,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.08,61.8,56.0,6.58,6.55,4.06,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.34,60.6,58.0,4.55,4.57,2.76,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1.12,60.5,59.0,6.73,6.79,4.09,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.01,63.1,59.0,6.32,6.36,4.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.43,63.4,57.0,4.8,4.76,3.03,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,61.5,57.0,4.33,4.29,2.65,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.7,59.6,61.0,5.8,5.88,3.48,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.58,61.5,55.0,5.39,5.34,3.3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.34,61.6,59.0,4.49,4.54,2.78,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.71,61.4,56.0,5.75,5.78,3.54,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2.07,59.4,61.0,8.35,8.31,4.95,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.04,63.0,56.0,6.5,6.45,4.08,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.51,60.6,60.0,7.42,7.4,4.49,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2.31,58.8,58.0,8.7,8.64,5.1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.01,61.7,62.0,6.3,6.34,3.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,62.9,61.0,6.36,6.4,4.01,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.35,61.8,58.0,4.48,4.52,2.78,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.33,60.2,57.0,4.5,4.54,2.72,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.21,61.6,56.0,6.89,6.85,4.23,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.71,63.0,59.0,5.64,5.67,3.56,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.24,62.6,55.0,6.89,6.94,4.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.42,62.9,56.0,4.72,4.79,2.99,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1.02,62.6,58.0,6.47,6.44,4.05,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.74,62.2,54.0,5.79,5.85,3.62,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,62.0,62.0,5.63,5.59,3.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.31,63.8,57.0,4.29,4.33,2.75,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.77,61.0,58.0,5.94,5.9,3.61,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.53,61.7,58.0,5.16,5.27,3.22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.9,62.4,58.0,6.08,6.1,3.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,62.5,55.0,5.67,5.72,3.56,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.71,63.1,56.0,5.68,5.73,3.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.84,62.0,55.0,6.07,6.09,3.77,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.38,61.9,54.0,4.67,4.7,2.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.02,60.6,60.0,6.55,6.48,3.95,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4,62.6,54.0,4.73,4.76,2.97,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.21,60.5,59.0,3.87,3.83,2.33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.67,60.4,57.0,5.67,5.65,3.42,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,61.7,56.0,4.33,4.29,2.66,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.36,61.3,56.0,4.61,4.65,2.84,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.11,64.2,58.0,6.53,6.47,4.17,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.41,61.2,60.0,7.17,7.21,4.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.01,61.9,56.0,6.42,6.48,3.99,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1.14,61.4,55.0,6.74,6.77,4.15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.16,60.5,57.0,6.78,6.83,4.12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.36,61.8,55.0,4.58,4.61,2.84,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.32,63.5,57.0,4.3,4.33,2.74,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.2,62.7,58.0,6.75,6.65,4.2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.2,62.2,56.0,6.84,6.74,4.22,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.78,62.2,59.0,5.89,5.94,3.68,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.52,62.1,57.0,5.13,5.17,3.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.75,63.0,58.0,5.79,5.76,3.64,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.01,61.8,60.0,6.44,6.38,3.96,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.4,62.4,57.0,4.74,4.78,2.97,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.8,63.4,56.0,5.88,5.92,3.74,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.77,61.7,56.0,5.9,5.85,3.62,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.53,60.8,60.0,7.51,7.43,4.54,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.57,62.0,54.0,5.34,5.31,3.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.56,61.9,54.0,5.29,5.34,3.29,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.7,62.9,61.0,5.57,5.53,3.49,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.03,58.9,56.0,6.61,6.57,3.88,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.33,61.1,55.0,4.5,4.52,2.75,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.31,63.9,55.0,4.27,4.3,2.74,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.31,62.8,58.0,4.32,4.28,2.7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.66,59.0,62.0,5.66,5.72,3.35,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.48,62.3,58.0,7.18,7.23,4.49,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1.04,61.8,56.0,6.47,6.5,4.01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
