Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3
2341.0,298.0,12.0,300.0,58.0,1290.0,185.0,236.0,190.0,953.0,0.0,0.0,0.0
2340.0,40.0,18.0,150.0,57.0,1276.0,218.0,197.0,107.0,1075.0,0.0,0.0,0.0
2624.0,87.0,22.0,255.0,4.0,1806.0,246.0,199.0,71.0,1936.0,0.0,0.0,1.0
2337.0,315.0,14.0,300.0,54.0,1320.0,183.0,228.0,185.0,939.0,0.0,0.0,0.0
2378.0,336.0,16.0,60.0,14.0,716.0,182.0,216.0,172.0,1515.0,0.0,0.0,0.0
2334.0,98.0,12.0,150.0,51.0,1222.0,239.0,223.0,113.0,1053.0,0.0,0.0,0.0
2337.0,56.0,3.0,180.0,54.0,1234.0,222.0,232.0,146.0,1025.0,0.0,0.0,0.0
2458.0,76.0,12.0,124.0,11.0,242.0,235.0,217.0,111.0,1159.0,0.0,0.0,0.0
2357.0,314.0,19.0,306.0,74.0,1200.0,166.0,222.0,194.0,999.0,0.0,0.0,0.0
2447.0,4.0,10.0,216.0,91.0,573.0,207.0,220.0,151.0,666.0,0.0,0.0,1.0
2314.0,337.0,2.0,134.0,66.0,900.0,215.0,236.0,159.0,1050.0,0.0,0.0,0.0
2604.0,72.0,18.0,127.0,21.0,3004.0,237.0,204.0,91.0,1092.0,0.0,0.0,1.0
2454.0,351.0,13.0,30.0,7.0,335.0,196.0,217.0,159.0,1245.0,0.0,0.0,0.0
2315.0,15.0,14.0,150.0,67.0,994.0,207.0,211.0,139.0,1027.0,0.0,0.0,0.0
2455.0,96.0,10.0,30.0,-12.0,582.0,236.0,226.0,121.0,738.0,0.0,0.0,1.0
2408.0,1.0,11.0,150.0,27.0,552.0,205.0,220.0,152.0,1307.0,0.0,0.0,0.0
2455.0,50.0,14.0,95.0,11.0,272.0,226.0,209.0,114.0,1189.0,0.0,0.0,0.0
2294.0,111.0,27.0,85.0,46.0,872.0,254.0,200.0,55.0,1110.0,0.0,0.0,0.0
2626.0,83.0,29.0,192.0,4.0,1880.0,245.0,176.0,40.0,2024.0,0.0,0.0,1.0
2601.0,68.0,20.0,108.0,18.0,3019.0,236.0,197.0,84.0,1120.0,0.0,0.0,1.0
2447.0,46.0,14.0,108.0,8.0,270.0,224.0,208.0,115.0,1184.0,0.0,0.0,0.0
2584.0,31.0,11.0,170.0,10.0,1742.0,217.0,216.0,133.0,1914.0,0.0,0.0,1.0
2433.0,5.0,21.0,67.0,21.0,376.0,189.0,195.0,139.0,1230.0,0.0,0.0,0.0
2278.0,112.0,18.0,127.0,56.0,752.0,248.0,219.0,93.0,1015.0,0.0,0.0,0.0
2577.0,37.0,2.0,0.0,0.0,793.0,219.0,234.0,151.0,1290.0,0.0,0.0,1.0
2390.0,313.0,11.0,60.0,17.0,624.0,190.0,232.0,181.0,1421.0,0.0,0.0,0.0
2577.0,45.0,1.0,0.0,0.0,832.0,219.0,236.0,154.0,1351.0,0.0,0.0,1.0
2433.0,347.0,17.0,170.0,75.0,514.0,185.0,210.0,161.0,633.0,0.0,0.0,1.0
2399.0,292.0,12.0,124.0,28.0,638.0,186.0,238.0,191.0,1401.0,0.0,0.0,0.0
2406.0,355.0,13.0,108.0,22.0,511.0,198.0,217.0,156.0,1299.0,0.0,0.0,0.0
2597.0,33.0,13.0,443.0,28.0,1445.0,217.0,212.0,128.0,1722.0,0.0,0.0,1.0
2392.0,326.0,12.0,180.0,36.0,811.0,190.0,226.0,176.0,1565.0,0.0,0.0,0.0
2400.0,346.0,8.0,85.0,14.0,576.0,205.0,228.0,161.0,1362.0,0.0,0.0,0.0
2694.0,34.0,9.0,67.0,-3.0,2079.0,219.0,221.0,137.0,2632.0,0.0,0.0,1.0
2420.0,18.0,17.0,30.0,1.0,371.0,205.0,202.0,130.0,1263.0,0.0,0.0,0.0
2505.0,118.0,19.0,0.0,0.0,679.0,249.0,220.0,92.0,892.0,0.0,0.0,1.0
2456.0,39.0,13.0,0.0,0.0,366.0,220.0,210.0,122.0,1262.0,0.0,0.0,0.0
2595.0,27.0,11.0,351.0,23.0,1541.0,216.0,216.0,136.0,1784.0,0.0,0.0,1.0
2407.0,298.0,9.0,150.0,29.0,594.0,195.0,237.0,182.0,1342.0,0.0,0.0,0.0
2401.0,334.0,18.0,180.0,52.0,787.0,176.0,214.0,175.0,1536.0,0.0,0.0,0.0
2342.0,315.0,20.0,331.0,59.0,1230.0,162.0,219.0,195.0,957.0,0.0,0.0,0.0
2589.0,31.0,11.0,192.0,11.0,1736.0,217.0,216.0,133.0,1921.0,0.0,0.0,1.0
2550.0,28.0,21.0,120.0,38.0,1224.0,207.0,188.0,109.0,726.0,0.0,0.0,1.0
2599.0,85.0,15.0,150.0,17.0,2940.0,240.0,214.0,100.0,1025.0,0.0,0.0,1.0
2340.0,131.0,4.0,150.0,57.0,1100.0,227.0,237.0,145.0,1048.0,0.0,0.0,0.0
2612.0,90.0,15.0,234.0,-9.0,1839.0,242.0,214.0,98.0,2001.0,0.0,0.0,1.0
2407.0,301.0,15.0,134.0,43.0,703.0,176.0,232.0,196.0,1465.0,0.0,0.0,0.0
2346.0,1.0,11.0,210.0,63.0,1301.0,204.0,219.0,152.0,1020.0,0.0,0.0,0.0
2306.0,66.0,23.0,120.0,58.0,979.0,235.0,188.0,74.0,1057.0,0.0,0.0,0.0
2289.0,107.0,13.0,124.0,41.0,805.0,241.0,224.0,110.0,1064.0,0.0,0.0,0.0
2439.0,2.0,20.0,192.0,47.0,469.0,189.0,199.0,144.0,1213.0,0.0,0.0,0.0
2439.0,11.0,19.0,150.0,29.0,404.0,196.0,198.0,134.0,1203.0,0.0,0.0,0.0
2416.0,311.0,11.0,459.0,72.0,895.0,191.0,232.0,181.0,1343.0,0.0,0.0,0.0
2424.0,342.0,18.0,150.0,77.0,484.0,179.0,210.0,167.0,618.0,0.0,0.0,1.0
2410.0,336.0,6.0,430.0,66.0,924.0,207.0,232.0,164.0,1370.0,0.0,0.0,0.0
2330.0,316.0,15.0,300.0,47.0,1317.0,181.0,227.0,186.0,926.0,0.0,0.0,0.0
2583.0,79.0,14.0,150.0,-12.0,1920.0,238.0,214.0,104.0,1980.0,0.0,0.0,1.0
2314.0,52.0,27.0,120.0,66.0,1006.0,222.0,172.0,68.0,1061.0,0.0,0.0,0.0
2577.0,35.0,4.0,30.0,0.0,886.0,219.0,231.0,148.0,1411.0,0.0,0.0,1.0
2277.0,124.0,25.0,67.0,29.0,859.0,252.0,212.0,71.0,1120.0,0.0,0.0,0.0
2591.0,29.0,12.0,234.0,13.0,1702.0,216.0,213.0,132.0,1900.0,0.0,0.0,1.0
2394.0,315.0,6.0,268.0,50.0,892.0,205.0,235.0,170.0,1543.0,0.0,0.0,0.0
2600.0,29.0,13.0,430.0,28.0,1475.0,215.0,211.0,130.0,1749.0,0.0,0.0,1.0
2296.0,294.0,23.0,182.0,48.0,957.0,148.0,226.0,216.0,992.0,0.0,0.0,0.0
2594.0,29.0,12.0,402.0,25.0,1478.0,216.0,214.0,133.0,1738.0,0.0,0.0,1.0
2420.0,356.0,18.0,30.0,6.0,379.0,188.0,205.0,152.0,1261.0,0.0,0.0,0.0
2337.0,342.0,1.0,180.0,54.0,1207.0,217.0,237.0,157.0,1015.0,0.0,0.0,0.0
2651.0,60.0,17.0,228.0,12.0,1837.0,231.0,202.0,99.0,1889.0,0.0,0.0,1.0
2557.0,65.0,16.0,175.0,67.0,1140.0,233.0,207.0,101.0,781.0,0.0,0.0,1.0
2615.0,84.0,21.0,190.0,-2.0,1889.0,244.0,199.0,74.0,2060.0,0.0,0.0,1.0
2648.0,63.0,19.0,216.0,24.0,1842.0,233.0,198.0,90.0,1924.0,0.0,0.0,1.0
2577.0,38.0,12.0,180.0,8.0,1683.0,220.0,214.0,127.0,1855.0,0.0,0.0,1.0
2700.0,103.0,10.0,60.0,-19.0,1641.0,237.0,227.0,120.0,1463.0,1.0,0.0,0.0
2932.0,53.0,7.0,450.0,42.0,4576.0,224.0,225.0,135.0,5485.0,1.0,0.0,0.0
2775.0,11.0,4.0,324.0,40.0,2713.0,216.0,232.0,153.0,6762.0,1.0,0.0,0.0
2719.0,72.0,1.0,120.0,10.0,1146.0,219.0,237.0,154.0,2102.0,1.0,0.0,0.0
2919.0,69.0,12.0,67.0,7.0,3784.0,233.0,216.0,113.0,1806.0,1.0,0.0,0.0
2791.0,351.0,10.0,268.0,95.0,3030.0,203.0,224.0,159.0,6351.0,1.0,0.0,0.0
2766.0,47.0,16.0,60.0,7.0,1883.0,224.0,204.0,110.0,2168.0,1.0,0.0,0.0
2950.0,99.0,6.0,192.0,13.0,4022.0,231.0,231.0,134.0,2101.0,1.0,0.0,0.0
2718.0,162.0,5.0,95.0,7.0,1120.0,225.0,241.0,150.0,2086.0,1.0,0.0,0.0
2840.0,63.0,6.0,319.0,88.0,3445.0,226.0,227.0,135.0,6067.0,1.0,0.0,0.0
3008.0,21.0,16.0,534.0,89.0,5142.0,208.0,205.0,130.0,5761.0,1.0,0.0,0.0
2704.0,92.0,7.0,150.0,13.0,1509.0,231.0,229.0,131.0,1473.0,1.0,0.0,0.0
3018.0,63.0,7.0,488.0,36.0,5420.0,227.0,225.0,132.0,5334.0,1.0,0.0,0.0
2701.0,120.0,4.0,67.0,10.0,811.0,226.0,236.0,145.0,1487.0,1.0,0.0,0.0
2821.0,63.0,7.0,297.0,82.0,3326.0,226.0,226.0,134.0,6140.0,1.0,0.0,0.0
2726.0,61.0,6.0,60.0,-2.0,1310.0,225.0,228.0,137.0,2007.0,1.0,0.0,0.0
2884.0,141.0,12.0,182.0,31.0,2630.0,238.0,236.0,126.0,2482.0,1.0,0.0,0.0
2798.0,30.0,5.0,309.0,102.0,3007.0,218.0,228.0,146.0,6383.0,1.0,0.0,0.0
2714.0,252.0,3.0,190.0,13.0,750.0,213.0,241.0,166.0,1762.0,1.0,0.0,0.0
2701.0,90.0,9.0,85.0,19.0,2081.0,233.0,227.0,125.0,6945.0,1.0,0.0,0.0
2821.0,320.0,18.0,295.0,58.0,3005.0,172.0,220.0,187.0,2981.0,1.0,0.0,0.0
2769.0,156.0,13.0,150.0,6.0,1448.0,235.0,241.0,134.0,1689.0,1.0,0.0,0.0
2725.0,160.0,5.0,0.0,0.0,1500.0,225.0,241.0,150.0,2271.0,1.0,0.0,0.0
2761.0,356.0,8.0,134.0,13.0,1678.0,208.0,226.0,156.0,1771.0,1.0,0.0,0.0
2762.0,23.0,2.0,190.0,0.0,1513.0,218.0,235.0,154.0,1736.0,1.0,0.0,0.0
2700.0,129.0,9.0,124.0,8.0,644.0,236.0,235.0,129.0,1595.0,1.0,0.0,0.0
2998.0,27.0,3.0,180.0,26.0,5166.0,218.0,232.0,151.0,6229.0,1.0,0.0,0.0
2811.0,350.0,9.0,216.0,89.0,3267.0,203.0,224.0,160.0,6155.0,1.0,0.0,0.0
2684.0,80.0,4.0,170.0,21.0,1736.0,225.0,232.0,142.0,6649.0,1.0,0.0,0.0
2857.0,124.0,5.0,470.0,92.0,3540.0,229.0,236.0,141.0,6072.0,1.0,0.0,0.0
2884.0,193.0,8.0,201.0,31.0,2663.0,219.0,247.0,162.0,2440.0,1.0,0.0,0.0
3027.0,105.0,13.0,518.0,62.0,5455.0,241.0,224.0,110.0,6031.0,1.0,0.0,0.0
3014.0,123.0,7.0,404.0,32.0,5387.0,231.0,235.0,137.0,5255.0,1.0,0.0,0.0
2968.0,32.0,6.0,379.0,141.0,5140.0,219.0,226.0,144.0,5102.0,1.0,0.0,0.0
2809.0,9.0,8.0,437.0,0.0,1804.0,211.0,224.0,150.0,2215.0,1.0,0.0,0.0
2814.0,104.0,4.0,499.0,82.0,3188.0,226.0,234.0,143.0,6334.0,1.0,0.0,0.0
2810.0,100.0,4.0,424.0,0.0,1849.0,227.0,234.0,142.0,2190.0,1.0,0.0,0.0
2813.0,25.0,7.0,216.0,19.0,1986.0,217.0,225.0,145.0,2885.0,1.0,0.0,0.0
2968.0,0.0,14.0,361.0,49.0,4993.0,199.0,214.0,151.0,5729.0,1.0,0.0,0.0
2988.0,106.0,8.0,335.0,23.0,5121.0,233.0,231.0,130.0,5639.0,1.0,0.0,0.0
2793.0,21.0,7.0,309.0,37.0,1806.0,216.0,226.0,147.0,1989.0,1.0,0.0,0.0
2800.0,82.0,10.0,60.0,2.0,2148.0,235.0,222.0,118.0,2233.0,1.0,0.0,0.0
2752.0,17.0,7.0,192.0,89.0,2546.0,214.0,225.0,147.0,6785.0,1.0,0.0,0.0
2695.0,96.0,4.0,30.0,0.0,703.0,227.0,233.0,141.0,1464.0,1.0,0.0,0.0
2978.0,13.0,11.0,306.0,59.0,4852.0,210.0,218.0,145.0,5943.0,1.0,0.0,0.0
2718.0,8.0,5.0,60.0,4.0,1142.0,214.0,230.0,153.0,1856.0,1.0,0.0,0.0
2800.0,83.0,8.0,85.0,2.0,2114.0,231.0,227.0,128.0,2240.0,1.0,0.0,0.0
2902.0,297.0,9.0,242.0,45.0,3357.0,195.0,237.0,182.0,2700.0,1.0,0.0,0.0
2929.0,52.0,8.0,339.0,49.0,4401.0,225.0,223.0,133.0,5645.0,1.0,0.0,0.0
2965.0,45.0,13.0,331.0,138.0,5019.0,223.0,212.0,121.0,4986.0,1.0,0.0,0.0
2821.0,39.0,17.0,342.0,11.0,1849.0,218.0,199.0,111.0,2389.0,1.0,0.0,0.0
2726.0,126.0,4.0,162.0,14.0,938.0,227.0,237.0,145.0,1973.0,1.0,0.0,0.0
2814.0,18.0,12.0,361.0,0.0,1848.0,211.0,215.0,140.0,2563.0,1.0,0.0,0.0
3041.0,18.0,5.0,551.0,50.0,5594.0,216.0,229.0,150.0,5314.0,1.0,0.0,0.0
3034.0,65.0,10.0,484.0,43.0,5549.0,230.0,221.0,123.0,5261.0,1.0,0.0,0.0
2840.0,356.0,10.0,234.0,85.0,3523.0,204.0,222.0,156.0,5974.0,1.0,0.0,0.0
2723.0,198.0,7.0,175.0,12.0,1054.0,218.0,246.0,163.0,2070.0,1.0,0.0,0.0
2736.0,70.0,13.0,150.0,-11.0,1584.0,234.0,214.0,109.0,1652.0,1.0,0.0,0.0
2818.0,84.0,15.0,216.0,47.0,2160.0,240.0,214.0,101.0,2992.0,1.0,0.0,0.0
2804.0,333.0,16.0,108.0,19.0,1921.0,181.0,217.0,175.0,2003.0,1.0,0.0,0.0
2700.0,58.0,10.0,421.0,33.0,930.0,228.0,218.0,123.0,1746.0,1.0,0.0,0.0
2756.0,12.0,8.0,150.0,25.0,1445.0,212.0,224.0,149.0,2268.0,1.0,0.0,0.0
2747.0,36.0,12.0,180.0,0.0,1597.0,219.0,213.0,128.0,1745.0,1.0,0.0,0.0
2834.0,75.0,5.0,255.0,62.0,3421.0,227.0,230.0,137.0,6054.0,1.0,0.0,0.0
3050.0,20.0,6.0,552.0,59.0,5693.0,216.0,228.0,149.0,5232.0,1.0,0.0,0.0
2728.0,171.0,9.0,30.0,3.0,1470.0,227.0,244.0,150.0,2234.0,1.0,0.0,0.0
2874.0,16.0,8.0,300.0,19.0,3004.0,214.0,224.0,147.0,2533.0,1.0,0.0,0.0
2674.0,59.0,10.0,60.0,3.0,1421.0,228.0,220.0,125.0,1276.0,1.0,0.0,0.0
3041.0,0.0,0.0,752.0,50.0,5718.0,218.0,238.0,156.0,5474.0,1.0,0.0,0.0
2814.0,45.0,8.0,509.0,75.0,3226.0,223.0,223.0,135.0,6309.0,1.0,0.0,0.0
3031.0,45.0,9.0,534.0,40.0,5514.0,223.0,220.0,132.0,5343.0,1.0,0.0,0.0
2717.0,18.0,8.0,95.0,9.0,1282.0,214.0,223.0,145.0,2055.0,1.0,0.0,0.0
3014.0,99.0,10.0,424.0,49.0,5360.0,236.0,227.0,121.0,6023.0,1.0,0.0,0.0
3044.0,301.0,8.0,636.0,53.0,5777.0,197.0,237.0,179.0,5273.0,1.0,0.0,0.0
2850.0,36.0,13.0,216.0,92.0,3618.0,219.0,211.0,125.0,5889.0,1.0,0.0,0.0
2691.0,8.0,10.0,67.0,11.0,1919.0,208.0,219.0,148.0,6738.0,1.0,0.0,0.0
2720.0,11.0,8.0,301.0,10.0,960.0,212.0,224.0,150.0,1952.0,1.0,0.0,0.0
2795.0,152.0,7.0,240.0,46.0,1851.0,229.0,240.0,144.0,3070.0,1.0,0.0,0.0
2985.0,95.0,8.0,218.0,20.0,5162.0,233.0,229.0,128.0,5919.0,1.0,0.0,0.0
3034.0,348.0,10.0,700.0,184.0,5742.0,201.0,223.0,161.0,5184.0,1.0,0.0,0.0
2794.0,52.0,3.0,127.0,9.0,2007.0,221.0,233.0,149.0,2236.0,1.0,0.0,0.0
3014.0,20.0,8.0,604.0,170.0,5600.0,215.0,224.0,145.0,5140.0,1.0,0.0,0.0
2717.0,74.0,10.0,218.0,15.0,845.0,233.0,220.0,119.0,1931.0,1.0,0.0,0.0
2781.0,34.0,12.0,277.0,25.0,1747.0,218.0,213.0,129.0,1947.0,1.0,0.0,0.0
3057.0,80.0,12.0,437.0,66.0,5645.0,236.0,218.0,111.0,5112.0,1.0,0.0,0.0
3031.0,211.0,4.0,684.0,66.0,5626.0,216.0,244.0,164.0,6012.0,1.0,0.0,0.0
2838.0,161.0,9.0,67.0,-4.0,3012.0,230.0,242.0,144.0,2362.0,1.0,0.0,0.0
2751.0,322.0,9.0,175.0,28.0,2474.0,198.0,232.0,173.0,6874.0,1.0,0.0,0.0
2998.0,115.0,7.0,268.0,26.0,5254.0,232.0,233.0,134.0,6258.0,1.0,0.0,0.0
2751.0,33.0,17.0,175.0,31.0,1374.0,214.0,201.0,118.0,1825.0,1.0,0.0,0.0
2936.0,55.0,6.0,474.0,46.0,4603.0,224.0,227.0,139.0,5457.0,1.0,0.0,0.0
2840.0,83.0,6.0,319.0,85.0,3483.0,229.0,230.0,135.0,6042.0,1.0,0.0,0.0
3027.0,55.0,11.0,638.0,183.0,5697.0,227.0,216.0,121.0,5136.0,1.0,0.0,0.0
2764.0,13.0,8.0,212.0,30.0,1406.0,213.0,225.0,149.0,1800.0,1.0,0.0,0.0
2742.0,95.0,10.0,127.0,24.0,2393.0,237.0,225.0,118.0,6934.0,1.0,0.0,0.0
2728.0,20.0,5.0,285.0,17.0,900.0,217.0,229.0,150.0,1986.0,1.0,0.0,0.0
2716.0,111.0,4.0,150.0,15.0,830.0,227.0,235.0,143.0,1846.0,1.0,0.0,0.0
2755.0,6.0,13.0,162.0,35.0,1399.0,204.0,215.0,147.0,1852.0,1.0,0.0,0.0
2723.0,153.0,2.0,0.0,0.0,1500.0,222.0,239.0,153.0,2263.0,1.0,0.0,0.0
2965.0,135.0,4.0,379.0,46.0,5006.0,227.0,238.0,145.0,5595.0,1.0,0.0,0.0
2825.0,123.0,16.0,433.0,101.0,3159.0,245.0,226.0,105.0,2707.0,1.0,0.0,0.0
2919.0,43.0,8.0,342.0,52.0,4119.0,222.0,223.0,136.0,5742.0,1.0,0.0,0.0
2643.0,123.0,14.0,360.0,92.0,335.0,243.0,229.0,112.0,1194.0,1.0,0.0,0.0
2721.0,256.0,6.0,60.0,5.0,2465.0,206.0,244.0,176.0,4575.0,1.0,0.0,0.0
2789.0,72.0,8.0,67.0,4.0,3141.0,230.0,224.0,127.0,5587.0,1.0,0.0,0.0
2862.0,65.0,5.0,433.0,58.0,2259.0,225.0,230.0,140.0,1935.0,1.0,0.0,0.0
2912.0,286.0,3.0,258.0,66.0,3260.0,210.0,239.0,168.0,2406.0,1.0,0.0,0.0
2909.0,315.0,2.0,108.0,19.0,4434.0,213.0,237.0,162.0,6031.0,1.0,0.0,0.0
2821.0,127.0,7.0,190.0,17.0,3505.0,233.0,235.0,135.0,6290.0,1.0,0.0,0.0
2779.0,73.0,7.0,192.0,22.0,1922.0,229.0,226.0,131.0,2835.0,1.0,0.0,0.0
3021.0,348.0,10.0,446.0,177.0,5649.0,201.0,223.0,161.0,4975.0,1.0,0.0,0.0
2780.0,52.0,5.0,42.0,0.0,2621.0,223.0,228.0,141.0,2181.0,1.0,0.0,0.0
2949.0,300.0,9.0,371.0,43.0,4439.0,195.0,237.0,182.0,5794.0,1.0,0.0,0.0
2788.0,91.0,11.0,150.0,10.0,3062.0,237.0,223.0,115.0,6466.0,1.0,0.0,0.0
2613.0,62.0,6.0,162.0,31.0,1465.0,225.0,228.0,138.0,4885.0,1.0,0.0,0.0
2812.0,196.0,3.0,190.0,21.0,2428.0,219.0,242.0,160.0,2365.0,1.0,0.0,0.0
2847.0,81.0,3.0,418.0,63.0,1987.0,223.0,234.0,146.0,1460.0,1.0,0.0,0.0
2679.0,120.0,8.0,499.0,11.0,1041.0,234.0,234.0,132.0,2721.0,1.0,0.0,0.0
2614.0,153.0,10.0,300.0,51.0,330.0,232.0,241.0,139.0,1207.0,1.0,0.0,0.0
2689.0,66.0,10.0,0.0,0.0,1890.0,230.0,220.0,122.0,1148.0,1.0,0.0,0.0
2965.0,79.0,11.0,426.0,95.0,2864.0,235.0,220.0,115.0,1752.0,1.0,0.0,0.0
2811.0,26.0,11.0,319.0,32.0,1652.0,215.0,215.0,136.0,1291.0,1.0,0.0,0.0
2946.0,261.0,3.0,474.0,105.0,3046.0,212.0,241.0,166.0,3413.0,1.0,0.0,0.0
2714.0,342.0,5.0,450.0,97.0,1114.0,210.0,233.0,161.0,691.0,1.0,0.0,0.0
2703.0,245.0,4.0,170.0,25.0,1304.0,212.0,243.0,169.0,3118.0,1.0,0.0,0.0
2932.0,325.0,8.0,319.0,42.0,4284.0,201.0,232.0,170.0,5788.0,1.0,0.0,0.0
2950.0,13.0,6.0,319.0,21.0,4015.0,214.0,227.0,150.0,4774.0,1.0,0.0,0.0
2540.0,66.0,16.0,175.0,28.0,295.0,234.0,207.0,101.0,1399.0,1.0,0.0,0.0
2706.0,218.0,6.0,210.0,14.0,1864.0,214.0,246.0,168.0,4116.0,1.0,0.0,0.0
2968.0,90.0,2.0,510.0,71.0,4195.0,222.0,236.0,150.0,5499.0,1.0,0.0,0.0
2891.0,90.0,4.0,339.0,65.0,2666.0,226.0,233.0,141.0,2234.0,1.0,0.0,0.0
2979.0,48.0,13.0,339.0,71.0,4221.0,224.0,211.0,118.0,2195.0,1.0,0.0,0.0
2982.0,111.0,7.0,408.0,63.0,4913.0,233.0,232.0,131.0,5465.0,1.0,0.0,0.0
2968.0,200.0,7.0,268.0,31.0,3979.0,218.0,246.0,164.0,2222.0,1.0,0.0,0.0
3034.0,318.0,7.0,840.0,148.0,5676.0,202.0,234.0,172.0,5375.0,1.0,0.0,0.0
2972.0,222.0,6.0,330.0,0.0,4496.0,213.0,246.0,170.0,4837.0,1.0,0.0,0.0
2897.0,76.0,12.0,376.0,44.0,2875.0,234.0,218.0,114.0,2579.0,1.0,0.0,0.0
2788.0,109.0,21.0,67.0,17.0,2230.0,250.0,212.0,80.0,2977.0,1.0,0.0,0.0
2757.0,33.0,7.0,518.0,69.0,1846.0,219.0,226.0,143.0,2058.0,1.0,0.0,0.0
2702.0,285.0,5.0,480.0,-8.0,895.0,207.0,240.0,172.0,1575.0,1.0,0.0,0.0
2710.0,107.0,7.0,335.0,32.0,1248.0,233.0,232.0,131.0,2949.0,1.0,0.0,0.0
2862.0,130.0,7.0,450.0,61.0,2711.0,233.0,236.0,136.0,2728.0,1.0,0.0,0.0
2765.0,151.0,11.0,95.0,6.0,2067.0,234.0,240.0,135.0,973.0,1.0,0.0,0.0
2867.0,60.0,16.0,60.0,11.0,3209.0,231.0,206.0,103.0,4629.0,1.0,0.0,0.0
2887.0,132.0,11.0,190.0,37.0,2913.0,238.0,234.0,124.0,2376.0,1.0,0.0,0.0
2955.0,75.0,8.0,212.0,19.0,3996.0,230.0,225.0,127.0,1746.0,1.0,0.0,0.0
3037.0,321.0,9.0,787.0,72.0,5688.0,197.0,231.0,174.0,5689.0,1.0,0.0,0.0
2619.0,79.0,8.0,170.0,25.0,531.0,231.0,226.0,128.0,1350.0,1.0,0.0,0.0
2866.0,35.0,15.0,430.0,75.0,2657.0,217.0,206.0,120.0,3368.0,1.0,0.0,0.0
2983.0,86.0,7.0,524.0,47.0,4186.0,231.0,228.0,130.0,4767.0,1.0,0.0,0.0
2836.0,339.0,8.0,309.0,38.0,1873.0,203.0,228.0,164.0,1473.0,1.0,0.0,0.0
2988.0,59.0,8.0,228.0,36.0,4641.0,227.0,223.0,130.0,5654.0,1.0,0.0,0.0
2815.0,3.0,4.0,180.0,5.0,2122.0,214.0,232.0,155.0,2362.0,1.0,0.0,0.0
2721.0,86.0,12.0,127.0,30.0,1708.0,238.0,219.0,110.0,3488.0,1.0,0.0,0.0
2943.0,135.0,10.0,604.0,30.0,3987.0,237.0,236.0,129.0,4430.0,1.0,0.0,0.0
2885.0,15.0,5.0,162.0,17.0,3000.0,215.0,229.0,150.0,2687.0,1.0,0.0,0.0
2783.0,88.0,14.0,42.0,10.0,2083.0,241.0,215.0,101.0,2694.0,1.0,0.0,0.0
2766.0,87.0,10.0,618.0,-34.0,1585.0,236.0,223.0,118.0,2613.0,1.0,0.0,0.0
2864.0,62.0,16.0,127.0,8.0,3218.0,232.0,205.0,101.0,4696.0,1.0,0.0,0.0
2924.0,92.0,14.0,339.0,45.0,3294.0,241.0,217.0,103.0,2353.0,1.0,0.0,0.0
2837.0,168.0,14.0,309.0,84.0,3355.0,231.0,245.0,142.0,3036.0,1.0,0.0,0.0
2850.0,162.0,14.0,30.0,0.0,3276.0,233.0,243.0,138.0,1932.0,1.0,0.0,0.0
2920.0,98.0,13.0,124.0,27.0,3421.0,241.0,222.0,109.0,2348.0,1.0,0.0,0.0
2939.0,355.0,9.0,350.0,49.0,4399.0,206.0,224.0,157.0,6418.0,1.0,0.0,0.0
2699.0,127.0,12.0,95.0,16.0,1929.0,240.0,232.0,121.0,6580.0,1.0,0.0,0.0
2767.0,74.0,9.0,480.0,31.0,1633.0,231.0,223.0,125.0,2856.0,1.0,0.0,0.0
2804.0,49.0,10.0,268.0,37.0,2320.0,224.0,218.0,126.0,1337.0,1.0,0.0,0.0
2705.0,111.0,6.0,150.0,-10.0,1710.0,230.0,234.0,137.0,908.0,1.0,0.0,0.0
2875.0,67.0,17.0,85.0,2.0,3238.0,234.0,204.0,96.0,4656.0,1.0,0.0,0.0
2721.0,270.0,2.0,60.0,-2.0,1689.0,213.0,240.0,165.0,4152.0,1.0,0.0,0.0
2735.0,305.0,4.0,216.0,23.0,2554.0,209.0,237.0,167.0,5098.0,1.0,0.0,0.0
2899.0,303.0,5.0,566.0,55.0,3738.0,206.0,237.0,170.0,3191.0,1.0,0.0,0.0
2959.0,81.0,7.0,551.0,88.0,1072.0,230.0,227.0,129.0,2058.0,1.0,0.0,0.0
2768.0,33.0,5.0,247.0,10.0,2513.0,219.0,229.0,147.0,6113.0,1.0,0.0,0.0
2775.0,280.0,5.0,277.0,33.0,2989.0,205.0,240.0,174.0,5160.0,1.0,0.0,0.0
2724.0,79.0,11.0,553.0,124.0,1383.0,235.0,220.0,115.0,2643.0,1.0,0.0,0.0
2720.0,128.0,14.0,95.0,18.0,2639.0,242.0,231.0,115.0,4846.0,1.0,0.0,0.0
2736.0,140.0,4.0,212.0,23.0,2072.0,225.0,238.0,148.0,1426.0,1.0,0.0,0.0
2982.0,8.0,7.0,190.0,30.0,4679.0,212.0,226.0,152.0,5790.0,1.0,0.0,0.0
2713.0,358.0,7.0,67.0,5.0,1273.0,210.0,227.0,156.0,2072.0,1.0,0.0,0.0
