lon,lat,med_age,total_rooms,total_beds,population,households,med_income
-118.57,34.29,4.0,6995.0,1151.0,2907.0,1089.0,7.0808
-119.33,36.3,12.0,2172.0,352.0,1013.0,354.0,4.9464
-122.5,37.75,46.0,2298.0,457.0,1429.0,477.0,4.0217
-121.51,36.86,36.0,1019.0,168.0,602.0,169.0,2.625
-118.3,33.88,35.0,3227.0,749.0,1881.0,696.0,2.8445
-117.88,33.75,10.0,1823.0,590.0,2176.0,548.0,1.5026
-120.63,36.98,20.0,2380.0,489.0,1581.0,505.0,2.0595
-117.04,34.0,21.0,4624.0,852.0,2174.0,812.0,3.5255
-118.31,33.93,43.0,1834.0,292.0,997.0,295.0,4.9464
-118.34,34.07,52.0,2066.0,319.0,981.0,297.0,5.8632
-119.89,36.76,17.0,1987.0,335.0,1152.0,313.0,4.1719
-120.08,34.59,24.0,1874.0,319.0,820.0,315.0,5.1909
-118.16,34.16,52.0,1576.0,239.0,696.0,249.0,6.07
-120.56,38.48,14.0,3545.0,702.0,946.0,411.0,3.4609
-120.64,37.7,16.0,284.0,51.0,239.0,46.0,1.8958
-117.96,33.73,22.0,3479.0,455.0,1454.0,488.0,6.6324
-118.58,34.18,28.0,908.0,142.0,368.0,143.0,5.6159
-122.01,37.54,32.0,2572.0,406.0,1128.0,395.0,5.0
-117.8,34.11,25.0,5039.0,821.0,2654.0,802.0,4.7969
-121.86,36.6,31.0,1044.0,285.0,762.0,301.0,3.038
-118.35,33.93,33.0,2040.0,576.0,2649.0,561.0,2.3375
-120.67,35.63,8.0,2690.0,410.0,1085.0,381.0,4.2841
-120.47,34.66,4.0,3376.0,525.0,1684.0,535.0,4.9237
-119.1,36.4,23.0,1885.0,363.0,1056.0,338.0,3.2159
-120.07,36.96,34.0,1457.0,239.0,557.0,226.0,3.6181
-120.33,38.26,13.0,2962.0,546.0,252.0,103.0,4.4063
-120.7,35.55,10.0,3979.0,761.0,1834.0,671.0,3.5
-118.44,34.22,39.0,1529.0,344.0,913.0,314.0,3.325
-119.21,34.28,27.0,2219.0,312.0,937.0,315.0,5.7601
-118.19,34.05,35.0,1296.0,307.0,1423.0,276.0,2.7432
-117.63,33.5,12.0,3619.0,536.0,1506.0,492.0,7.2013
-118.05,33.85,25.0,2856.0,388.0,1212.0,362.0,6.1737
-121.3,38.71,17.0,5434.0,1106.0,2755.0,1047.0,2.8226
-122.08,37.08,35.0,1541.0,297.0,791.0,277.0,4.425
-118.09,33.98,37.0,1226.0,255.0,1068.0,271.0,3.1607
-123.1,38.79,20.0,3109.0,712.0,1643.0,638.0,2.8344
-119.57,37.94,17.0,346.0,130.0,51.0,20.0,3.4861
-117.84,33.8,34.0,2004.0,331.0,843.0,328.0,3.59
-122.17,37.73,46.0,2163.0,470.0,925.0,435.0,3.25
-117.7,34.06,7.0,732.0,145.0,431.0,132.0,2.9107
-118.37,34.18,36.0,1608.0,373.0,1217.0,374.0,2.9728
-117.09,32.76,44.0,1139.0,214.0,470.0,217.0,3.5481
-120.87,37.05,29.0,4176.0,779.0,2092.0,741.0,2.595
-117.9,34.1,35.0,2739.0,475.0,1481.0,483.0,4.5655
-117.89,33.76,34.0,1050.0,210.0,723.0,201.0,4.8
-118.03,33.77,24.0,3810.0,579.0,1818.0,590.0,5.8053
-122.36,37.56,32.0,4684.0,540.0,1512.0,511.0,15.0001
-118.25,34.1,42.0,598.0,147.0,312.0,144.0,2.625
-121.84,37.38,33.0,835.0,181.0,781.0,169.0,5.1082
-117.25,32.78,36.0,1527.0,427.0,710.0,312.0,2.7857
-122.4,40.58,43.0,1455.0,300.0,747.0,279.0,2.7857
-122.13,37.7,21.0,4124.0,1054.0,2162.0,998.0,2.6321
-122.77,38.33,32.0,2054.0,324.0,843.0,306.0,4.5875
-118.09,33.99,34.0,1369.0,270.0,1005.0,272.0,3.692
-120.61,35.12,16.0,1671.0,354.0,935.0,340.0,2.5792
-120.43,34.95,50.0,1966.0,413.0,985.0,403.0,2.3506
-122.25,37.53,16.0,4428.0,664.0,1677.0,623.0,7.6864
-118.02,33.95,36.0,1681.0,329.0,964.0,311.0,4.108
-122.11,37.88,37.0,4005.0,614.0,1602.0,606.0,6.4666
-118.42,34.28,34.0,1999.0,427.0,2391.0,439.0,2.8
-122.31,37.99,25.0,6508.0,1137.0,3259.0,1081.0,4.2348
-122.12,37.67,33.0,3429.0,681.0,1798.0,694.0,3.9395
-117.92,33.85,38.0,2082.0,532.0,1592.0,510.0,2.3704
-118.2,34.04,36.0,1625.0,490.0,2003.0,478.0,2.181
-121.94,37.31,30.0,4238.0,1010.0,1914.0,972.0,3.7632
-117.08,32.64,43.0,1005.0,230.0,548.0,252.0,1.8672
-117.99,33.68,14.0,3305.0,841.0,2272.0,769.0,3.4899
-118.16,33.84,36.0,2444.0,432.0,1199.0,424.0,4.1538
-118.45,34.14,33.0,1741.0,274.0,588.0,267.0,7.9625
-117.16,32.74,43.0,1437.0,406.0,692.0,379.0,3.1979
-121.98,37.16,42.0,2533.0,433.0,957.0,398.0,5.3468
-117.35,33.69,11.0,1229.0,236.0,581.0,190.0,3.102
-118.09,33.96,20.0,1911.0,472.0,1407.0,465.0,2.7647
-118.3,33.9,27.0,3267.0,762.0,2099.0,647.0,3.4
-118.5,34.45,25.0,1290.0,190.0,689.0,216.0,6.0097
-118.3,33.84,36.0,1428.0,268.0,825.0,250.0,4.7222
-121.96,38.35,20.0,1415.0,266.0,667.0,250.0,4.0938
-121.98,36.96,20.0,3495.0,818.0,2186.0,772.0,3.1167
-118.29,34.01,50.0,2238.0,673.0,2247.0,583.0,1.6505
-122.21,37.78,43.0,1702.0,460.0,1227.0,407.0,1.7188
-117.64,33.61,14.0,5232.0,810.0,3041.0,839.0,5.826
-117.71,34.06,16.0,1458.0,295.0,912.0,331.0,3.625
-118.39,34.08,52.0,1244.0,304.0,444.0,282.0,3.5114
-122.9,41.46,31.0,1277.0,263.0,600.0,241.0,1.7292
-122.31,38.32,33.0,2463.0,421.0,1235.0,465.0,3.7045
-120.74,39.39,18.0,453.0,117.0,152.0,77.0,1.3523
-118.05,33.93,35.0,2107.0,480.0,2241.0,443.0,3.1513
-118.41,33.97,37.0,1629.0,275.0,668.0,266.0,6.1333
-122.28,37.49,29.0,4148.0,635.0,1638.0,627.0,6.912
-120.6,37.35,19.0,3874.0,676.0,2441.0,707.0,3.2955
-118.13,34.15,18.0,1665.0,477.0,1095.0,390.0,2.6038
-120.06,39.09,30.0,2979.0,583.0,316.0,124.0,2.1987
-117.9,33.75,32.0,1893.0,431.0,2245.0,426.0,3.7143
-117.08,33.14,15.0,1497.0,250.0,827.0,239.0,4.3846
-122.4,37.62,32.0,3586.0,921.0,2249.0,911.0,3.1058
-118.26,34.14,29.0,3431.0,1222.0,4094.0,1205.0,2.2614
-117.69,35.65,5.0,1131.0,276.0,520.0,232.0,4.0167
-118.86,36.41,20.0,2749.0,575.0,1195.0,491.0,3.0391
-117.9,33.66,13.0,1642.0,423.0,841.0,368.0,3.6042
-117.06,32.99,16.0,1306.0,196.0,713.0,222.0,6.2683
-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851
-118.29,34.18,52.0,1602.0,265.0,667.0,251.0,5.049
-118.79,34.14,7.0,3003.0,504.0,1143.0,466.0,5.8548
-117.3,33.07,14.0,2670.0,426.0,1034.0,407.0,6.4247
-122.4,37.76,52.0,4265.0,912.0,1555.0,836.0,4.119
-118.23,34.21,38.0,1399.0,390.0,859.0,386.0,3.4148
-118.85,34.23,13.0,5094.0,764.0,2230.0,737.0,6.4823
-121.96,37.28,28.0,5018.0,1066.0,2846.0,998.0,4.0174
-122.46,37.77,52.0,3193.0,688.0,2099.0,681.0,3.9375
-122.0,37.97,27.0,2491.0,428.0,1171.0,431.0,5.1021
-118.62,34.17,32.0,1491.0,355.0,756.0,296.0,3.0404
-119.87,36.34,26.0,1414.0,265.0,779.0,249.0,2.9167
-116.95,32.81,31.0,1277.0,293.0,698.0,237.0,3.1106
-122.1,37.4,23.0,1755.0,508.0,1374.0,506.0,4.3077
-118.06,33.98,40.0,1723.0,370.0,1221.0,370.0,3.3562
-119.01,34.23,11.0,5785.0,1035.0,2760.0,985.0,4.693
-117.29,33.24,5.0,3109.0,634.0,1823.0,578.0,3.1875
-117.87,33.92,17.0,4575.0,764.0,2054.0,737.0,6.0571
-118.33,34.05,45.0,1707.0,519.0,1446.0,466.0,2.1736
-119.87,36.54,34.0,1370.0,287.0,818.0,269.0,2.4044
-120.76,38.12,7.0,7188.0,1288.0,3175.0,1115.0,3.8488
-118.75,34.17,16.0,2950.0,387.0,1228.0,379.0,5.3749
-118.94,35.36,19.0,2714.0,512.0,1823.0,500.0,3.1281
-117.99,33.67,15.0,3141.0,664.0,1729.0,633.0,4.2165
-117.15,32.7,52.0,458.0,148.0,1283.0,166.0,1.2863
-117.25,33.22,26.0,2010.0,347.0,1160.0,331.0,3.9815
-118.45,34.02,45.0,1230.0,201.0,565.0,219.0,6.3521
-118.78,34.25,13.0,1841.0,237.0,833.0,231.0,7.7785
-124.13,40.8,31.0,2152.0,462.0,1259.0,420.0,2.2478
-122.48,37.75,48.0,2555.0,548.0,1285.0,482.0,3.7734
-122.0,37.4,35.0,1542.0,298.0,1164.0,318.0,5.9145
-118.1,33.81,36.0,856.0,146.0,451.0,164.0,5.1993
-117.08,32.61,27.0,2264.0,525.0,1485.0,468.0,3.3514
-122.41,37.74,52.0,1842.0,339.0,1032.0,357.0,5.5563
-117.92,34.06,34.0,2819.0,609.0,1718.0,558.0,3.5547
-118.35,33.98,47.0,2512.0,461.0,1082.0,426.0,3.8235
-117.64,35.61,10.0,2656.0,506.0,1349.0,501.0,4.25
-121.83,37.99,23.0,1970.0,296.0,935.0,279.0,4.4853
-122.29,37.86,50.0,2485.0,607.0,1354.0,563.0,1.9483
-122.76,40.4,22.0,2153.0,461.0,903.0,314.0,2.125
-118.38,33.81,20.0,1975.0,306.0,703.0,292.0,8.5491
-121.54,38.5,15.0,6093.0,1051.0,2415.0,997.0,4.2075
-117.02,33.81,10.0,6317.0,1335.0,2625.0,1094.0,2.3
-122.81,38.46,28.0,3580.0,611.0,1634.0,567.0,4.745
-117.51,34.02,24.0,7779.0,1835.0,3996.0,1765.0,2.1764
-122.31,38.34,19.0,4187.0,684.0,1827.0,605.0,4.5293
-117.05,33.52,5.0,3471.0,530.0,1541.0,502.0,4.8083
-117.25,32.74,36.0,1240.0,310.0,577.0,319.0,2.6625
-121.57,39.16,33.0,2033.0,375.0,914.0,330.0,2.6964
-122.04,37.9,20.0,5467.0,1044.0,2310.0,963.0,5.6986
-118.05,33.72,14.0,2673.0,687.0,1192.0,656.0,4.1862
-122.18,38.17,7.0,4093.0,651.0,2228.0,646.0,5.2523
-121.97,38.34,16.0,2331.0,450.0,1074.0,400.0,4.0329
-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812
-117.98,33.7,16.0,5127.0,631.0,2142.0,596.0,7.8195
-117.76,33.81,2.0,582.0,70.0,199.0,64.0,7.1193
-121.36,38.66,14.0,756.0,141.0,424.0,155.0,3.6953
-118.28,33.98,39.0,1306.0,345.0,1332.0,331.0,1.9564
-122.69,38.51,18.0,3364.0,501.0,1442.0,506.0,6.6854
-117.98,34.03,21.0,797.0,162.0,484.0,166.0,2.625
-121.94,37.76,4.0,6875.0,1439.0,2889.0,1307.0,4.6932
-120.76,38.73,17.0,512.0,129.0,314.0,140.0,1.5625
-121.76,36.92,36.0,2096.0,409.0,1454.0,394.0,3.2216
-118.23,34.11,33.0,2612.0,646.0,2496.0,606.0,3.133
-117.32,33.51,4.0,966.0,133.0,311.0,92.0,5.2066
-122.47,38.51,18.0,2487.0,516.0,980.0,503.0,3.5506
-121.27,38.44,19.0,2780.0,414.0,1320.0,404.0,5.8831
-118.58,34.21,27.0,2209.0,353.0,1034.0,344.0,4.7125
-121.52,38.51,23.0,6876.0,1456.0,2942.0,1386.0,3.0963
-118.19,33.8,38.0,2010.0,595.0,1535.0,525.0,1.9848
-121.21,37.8,31.0,699.0,186.0,460.0,170.0,2.7443
-121.05,39.2,48.0,1759.0,389.0,716.0,350.0,2.3125
-118.09,33.91,36.0,1442.0,271.0,990.0,268.0,4.0517
-117.93,33.62,34.0,2125.0,498.0,1052.0,468.0,5.6315
-118.28,33.95,40.0,2044.0,538.0,2150.0,524.0,2.1437
-121.08,38.67,10.0,2499.0,331.0,1040.0,333.0,6.844
-118.22,34.05,44.0,1105.0,346.0,1598.0,372.0,1.2
-119.61,36.57,42.0,2242.0,521.0,1359.0,483.0,1.5833
-118.49,34.26,25.0,8389.0,1872.0,4483.0,1747.0,3.5497
-121.77,38.76,32.0,1950.0,385.0,1145.0,363.0,2.8365
-122.49,37.73,37.0,1399.0,224.0,530.0,235.0,3.9219
-118.16,34.07,41.0,247.0,55.0,925.0,50.0,3.5769
-121.98,37.37,35.0,995.0,202.0,615.0,199.0,5.0942
-119.77,36.79,27.0,2258.0,427.0,1076.0,423.0,2.9937
-118.08,33.98,39.0,1042.0,221.0,863.0,228.0,3.6033
-118.11,33.94,36.0,1949.0,319.0,909.0,325.0,5.1587
-118.0,34.15,43.0,2583.0,633.0,1544.0,617.0,2.5417
-122.7,38.39,16.0,4922.0,1211.0,2557.0,1088.0,2.0915
-118.17,33.77,36.0,2933.0,881.0,2077.0,838.0,2.2538
-119.64,36.35,23.0,3182.0,563.0,1525.0,585.0,3.8108
-122.43,37.78,10.0,2380.0,843.0,1245.0,789.0,1.3062
-118.14,34.13,16.0,3569.0,821.0,1505.0,783.0,4.9167
-117.87,33.75,12.0,2782.0,1077.0,1968.0,795.0,0.971
-122.34,37.95,38.0,1340.0,298.0,766.0,241.0,3.2833
-118.28,34.0,42.0,1534.0,417.0,1295.0,380.0,2.0938
-118.04,34.1,38.0,2317.0,451.0,1155.0,426.0,4.1488
-122.18,37.44,44.0,2237.0,347.0,948.0,346.0,8.2436
-117.18,32.78,21.0,4185.0,1018.0,3122.0,993.0,3.0481
-121.94,37.73,22.0,1980.0,291.0,861.0,290.0,6.2726
-118.06,33.99,46.0,1203.0,219.0,637.0,211.0,3.3611
-122.04,37.95,29.0,866.0,138.0,341.0,133.0,4.7188
-118.19,33.77,52.0,1562.0,616.0,692.0,512.0,1.4048
-122.21,38.11,35.0,2122.0,400.0,1189.0,408.0,3.0962
-116.56,33.05,15.0,1985.0,361.0,536.0,209.0,4.125
-118.21,33.97,49.0,1409.0,313.0,1268.0,317.0,3.9408
-118.82,36.13,43.0,1281.0,287.0,534.0,231.0,2.8906
-117.93,33.76,24.0,3202.0,703.0,3308.0,714.0,4.1577
-120.38,34.96,9.0,2813.0,492.0,1144.0,490.0,4.0431
-118.49,34.21,25.0,1131.0,449.0,746.0,420.0,1.3565
-121.26,38.13,38.0,1419.0,411.0,1226.0,397.0,2.2188
-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,2.7477
-119.04,35.41,25.0,1577.0,310.0,844.0,309.0,3.0625
-117.11,32.69,36.0,1421.0,367.0,1418.0,355.0,1.9425
-117.08,32.74,33.0,3260.0,673.0,1784.0,666.0,3.5078
-122.45,37.78,52.0,2686.0,606.0,1392.0,578.0,4.0
-123.34,39.5,15.0,2342.0,535.0,1064.0,433.0,1.8967
-122.86,38.61,52.0,1753.0,380.0,982.0,380.0,3.4013
-117.76,34.05,36.0,2910.0,819.0,3055.0,782.0,1.9029
-122.04,37.3,25.0,2366.0,417.0,1076.0,398.0,6.9238
-122.23,40.2,17.0,762.0,138.0,322.0,139.0,4.2917
-118.1,34.71,16.0,3914.0,819.0,1524.0,795.0,2.415
-117.35,33.96,25.0,2396.0,316.0,951.0,314.0,8.2405
-121.34,38.68,28.0,3379.0,552.0,1543.0,556.0,4.2743
-119.03,35.38,52.0,1695.0,290.0,540.0,260.0,2.7312
-118.03,33.97,22.0,2185.0,623.0,1644.0,606.0,2.593
-117.89,34.09,36.0,1811.0,320.0,1005.0,332.0,5.5629
-121.33,37.99,15.0,4472.0,1079.0,1837.0,976.0,2.5
-123.85,39.42,11.0,1804.0,506.0,895.0,451.0,1.7574
-118.01,33.9,36.0,1382.0,257.0,685.0,255.0,5.125
-117.86,33.79,34.0,1883.0,408.0,1227.0,424.0,3.8929
-118.96,35.4,28.0,4667.0,875.0,2404.0,841.0,3.2325
-117.7,33.65,16.0,3388.0,492.0,1249.0,463.0,6.1863
-121.73,38.56,30.0,3306.0,629.0,1623.0,648.0,2.8614
-122.28,37.84,49.0,1916.0,447.0,863.0,378.0,1.9274
-117.55,33.89,25.0,2999.0,439.0,1396.0,458.0,5.6973
-119.61,34.45,33.0,3597.0,519.0,1207.0,479.0,5.3963
-121.31,38.03,24.0,3050.0,568.0,1743.0,549.0,3.7413
-117.07,33.72,16.0,4928.0,960.0,2132.0,853.0,2.7983
-122.11,38.09,11.0,673.0,145.0,318.0,137.0,2.3929
-116.96,32.79,19.0,3008.0,693.0,2341.0,689.0,2.6087
-118.3,34.07,36.0,2657.0,738.0,2274.0,723.0,3.425
-121.2,37.79,36.0,866.0,160.0,502.0,149.0,2.4798
-121.93,37.26,39.0,1103.0,175.0,446.0,163.0,2.8125
-121.82,37.25,16.0,2650.0,600.0,1969.0,586.0,3.9461
-118.44,34.22,41.0,1030.0,214.0,664.0,223.0,3.8083
-116.92,32.81,23.0,2668.0,528.0,1510.0,524.0,3.3669
-117.08,32.68,26.0,3071.0,615.0,2156.0,568.0,2.9318
-121.22,38.71,23.0,1843.0,273.0,818.0,276.0,4.4695
-122.02,37.26,34.0,1764.0,243.0,692.0,223.0,8.0331
-118.3,34.02,49.0,2120.0,483.0,1522.0,416.0,1.85
-117.13,33.15,16.0,3907.0,671.0,1759.0,663.0,3.1776
-118.88,34.19,16.0,7268.0,1729.0,3232.0,1653.0,3.3703
-118.5,33.99,22.0,3484.0,975.0,1268.0,952.0,3.2609
-117.99,33.76,17.0,2545.0,737.0,1468.0,699.0,1.9439
-122.06,37.64,33.0,1160.0,252.0,729.0,220.0,3.8259
-118.36,33.87,22.0,2114.0,541.0,1300.0,538.0,3.4208
-118.04,34.15,34.0,1523.0,311.0,676.0,295.0,3.3621
-118.23,33.91,34.0,789.0,200.0,1041.0,191.0,3.119
-120.48,34.9,20.0,3842.0,630.0,2490.0,662.0,3.0559
-117.62,34.08,30.0,1372.0,235.0,1047.0,225.0,3.1597
-121.9,37.28,26.0,3756.0,553.0,1408.0,535.0,5.6427
-119.82,34.44,28.0,1992.0,531.0,1622.0,509.0,2.7689
-123.48,40.34,19.0,518.0,108.0,216.0,80.0,2.7083
-118.31,34.11,52.0,1875.0,303.0,735.0,293.0,5.8659
-118.24,34.16,52.0,2187.0,284.0,733.0,274.0,9.5823
-118.25,34.0,41.0,1768.0,475.0,1721.0,474.0,1.303
-120.54,40.29,17.0,3391.0,623.0,1529.0,571.0,3.4028
-119.81,36.78,37.0,1965.0,364.0,796.0,335.0,3.625
-119.4,36.25,25.0,1696.0,279.0,909.0,291.0,2.3
-121.29,38.0,4.0,1392.0,322.0,1784.0,309.0,2.375
-117.91,33.64,38.0,2222.0,542.0,1067.0,512.0,2.8553
-116.83,32.83,6.0,3123.0,495.0,1513.0,480.0,5.4288
-121.47,38.72,26.0,1708.0,299.0,911.0,290.0,4.0227
-122.82,38.39,32.0,1437.0,257.0,752.0,245.0,4.7422
-119.03,35.37,42.0,2508.0,483.0,1035.0,442.0,2.6513
-117.91,33.82,32.0,2696.0,640.0,2330.0,626.0,2.9479
-122.55,38.81,7.0,3639.0,637.0,1027.0,421.0,3.8831
-121.87,37.26,24.0,2383.0,343.0,1146.0,341.0,5.6223
-118.16,33.77,49.0,3382.0,787.0,1314.0,756.0,3.8125
-117.05,33.05,6.0,7916.0,1293.0,2741.0,1204.0,5.6436
-119.17,34.19,28.0,1444.0,508.0,2145.0,437.0,1.6964
-122.42,37.75,52.0,801.0,272.0,639.0,259.0,2.1971
-121.81,37.29,15.0,5957.0,1037.0,3838.0,997.0,6.2907
-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302
-121.32,38.59,21.0,9774.0,1777.0,4674.0,1712.0,3.6817
-122.16,37.47,44.0,2581.0,437.0,1006.0,414.0,5.397
-117.82,33.79,26.0,2641.0,633.0,3657.0,617.0,4.1339
-118.18,33.81,27.0,471.0,132.0,315.0,96.0,1.75
-121.35,38.68,20.0,7085.0,1222.0,3455.0,1229.0,4.3118
-118.59,34.2,21.0,1789.0,679.0,2300.0,677.0,2.754
-119.92,36.77,18.0,1422.0,243.0,702.0,230.0,3.6204
-122.06,37.39,22.0,1236.0,290.0,413.0,274.0,3.6875
-118.43,34.16,40.0,1134.0,184.0,452.0,187.0,4.569
-117.88,33.82,17.0,2247.0,705.0,1382.0,618.0,3.8631
-121.9,37.3,39.0,3627.0,666.0,1531.0,635.0,4.537
-118.26,33.95,44.0,1481.0,329.0,999.0,315.0,1.5147
-121.47,38.5,17.0,1895.0,424.0,620.0,417.0,1.7188
-117.7,33.6,26.0,2283.0,506.0,634.0,469.0,2.3774
-117.03,32.72,38.0,886.0,176.0,505.0,188.0,3.5938
-122.29,37.9,52.0,2657.0,500.0,1131.0,489.0,4.4286
-117.27,32.84,34.0,1655.0,450.0,870.0,411.0,3.2109
-117.98,34.14,27.0,6341.0,1289.0,2899.0,1192.0,3.6336
-117.38,33.97,30.0,2953.0,703.0,1406.0,580.0,2.6895
-118.01,34.11,36.0,1722.0,320.0,794.0,322.0,4.2132
-115.57,32.8,16.0,2276.0,594.0,1184.0,513.0,1.875
-117.96,33.85,35.0,1175.0,191.0,568.0,186.0,4.125
-118.17,33.92,36.0,2447.0,503.0,1532.0,498.0,4.3667
-119.77,36.75,44.0,1818.0,412.0,1680.0,418.0,1.7083
-121.57,39.74,17.0,1619.0,292.0,705.0,285.0,2.4623
-118.09,33.92,35.0,1994.0,419.0,1491.0,428.0,3.7383
-118.25,34.05,52.0,2806.0,1944.0,2232.0,1605.0,0.6775
-117.7,34.07,33.0,1552.0,288.0,1326.0,303.0,3.7969
-119.3,36.3,14.0,3023.0,469.0,1523.0,492.0,5.3602
-118.26,33.95,38.0,1387.0,346.0,1240.0,355.0,1.6898
-122.44,37.7,6.0,3523.0,664.0,1705.0,608.0,4.9318
-118.25,33.95,41.0,1576.0,339.0,1252.0,302.0,1.9798
-118.6,34.26,18.0,6154.0,1070.0,3010.0,1034.0,5.6392
-117.58,33.87,42.0,765.0,171.0,590.0,177.0,1.6875
-122.73,38.44,35.0,1120.0,297.0,659.0,274.0,2.3824
-118.03,34.08,37.0,775.0,179.0,726.0,183.0,3.25
-117.17,32.79,44.0,2262.0,647.0,3009.0,657.0,2.2663
-118.35,33.97,26.0,1725.0,431.0,1130.0,404.0,3.2708
-121.42,38.54,29.0,1407.0,265.0,556.0,235.0,3.0521
-122.23,37.79,49.0,1175.0,217.0,859.0,219.0,2.293
-120.59,38.76,21.0,1728.0,417.0,731.0,334.0,1.7266
-117.02,32.76,15.0,1204.0,326.0,543.0,326.0,1.0278
-120.04,36.79,48.0,1341.0,239.0,671.0,208.0,2.7917
-118.06,34.04,28.0,1516.0,363.0,1011.0,344.0,2.6288
-122.01,36.99,28.0,1321.0,240.0,652.0,239.0,4.9808
-117.81,33.67,9.0,1567.0,299.0,675.0,294.0,5.2124
-118.35,33.97,30.0,1548.0,330.0,757.0,349.0,3.8056
-118.59,34.22,17.0,6015.0,1464.0,3056.0,1347.0,4.0077
-118.03,33.98,46.0,1974.0,465.0,880.0,441.0,2.7578
-117.13,32.7,35.0,365.0,98.0,463.0,112.0,2.5588
-119.14,36.29,36.0,788.0,181.0,405.0,180.0,1.47
-118.1,34.16,44.0,2795.0,496.0,1235.0,469.0,4.2386
-118.0,33.89,35.0,1065.0,176.0,574.0,171.0,5.0384
-119.85,37.39,14.0,2744.0,555.0,1153.0,474.0,2.753
-121.27,38.66,19.0,1891.0,266.0,678.0,255.0,6.1872
-117.27,34.1,9.0,3904.0,1042.0,3688.0,896.0,1.8022
-118.3,33.99,45.0,1701.0,452.0,1484.0,427.0,1.84
-122.45,41.28,15.0,2740.0,503.0,1188.0,445.0,3.4519
-121.53,39.44,26.0,1340.0,255.0,662.0,239.0,2.6071
-119.26,34.28,41.0,1835.0,311.0,683.0,308.0,4.8977
-118.05,34.11,48.0,1410.0,304.0,677.0,274.0,3.2596
-117.13,32.7,48.0,786.0,230.0,917.0,231.0,1.875
-117.08,33.13,17.0,8466.0,2628.0,7014.0,2267.0,2.1437
-118.19,34.09,41.0,2090.0,530.0,2043.0,537.0,1.9706
-122.25,40.15,15.0,1677.0,346.0,858.0,327.0,2.4375
-122.42,37.73,46.0,1819.0,411.0,1534.0,406.0,4.0132
-119.6,36.66,27.0,1388.0,296.0,1056.0,284.0,1.6094
-122.53,37.97,52.0,205.0,119.0,228.0,132.0,1.9063
-118.19,33.79,29.0,3497.0,1096.0,2994.0,919.0,1.8109
-122.39,37.79,52.0,94.0,24.0,113.0,27.0,4.6563
-118.29,33.98,46.0,1118.0,300.0,786.0,254.0,1.4042
-120.48,34.65,26.0,1933.0,316.0,1001.0,319.0,4.4628
-121.26,37.96,43.0,940.0,208.0,690.0,181.0,2.3056
-116.96,32.71,18.0,2413.0,533.0,1129.0,551.0,2.4567
-118.16,33.78,52.0,3248.0,853.0,1819.0,815.0,3.1739
-119.02,35.35,38.0,1472.0,305.0,670.0,282.0,2.2407
-119.77,36.76,43.0,1945.0,413.0,1492.0,422.0,1.5174
-117.93,33.95,31.0,3600.0,468.0,1382.0,435.0,7.4597
-122.03,37.83,24.0,5948.0,738.0,1997.0,710.0,9.8708
-118.31,34.26,38.0,2264.0,460.0,1124.0,388.0,4.2685
-121.92,37.73,24.0,1407.0,327.0,501.0,295.0,2.4821
-122.12,37.12,51.0,2419.0,485.0,1078.0,435.0,2.7933
-114.59,34.83,41.0,812.0,168.0,375.0,158.0,1.7083
-116.61,33.04,11.0,2522.0,538.0,616.0,269.0,3.875
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241
-121.18,37.64,43.0,1244.0,209.0,611.0,197.0,2.875
-120.84,37.47,11.0,2285.0,499.0,1468.0,471.0,2.7857
-117.92,33.75,19.0,1920.0,471.0,1413.0,432.0,4.0313
-118.03,34.11,38.0,2076.0,361.0,988.0,332.0,5.9175
-118.52,34.05,45.0,1814.0,325.0,709.0,311.0,4.825
-118.15,34.2,52.0,1786.0,306.0,1018.0,322.0,4.1518
-121.96,37.35,32.0,1484.0,274.0,673.0,272.0,5.2019
-118.96,34.18,16.0,3137.0,462.0,1384.0,436.0,6.1306
-115.51,32.99,20.0,1402.0,287.0,1104.0,317.0,1.9088
-118.33,33.96,42.0,2084.0,517.0,1062.0,451.0,2.0057
-117.88,33.71,30.0,1739.0,359.0,1914.0,369.0,3.5551
-117.1,32.68,42.0,2013.0,568.0,1920.0,557.0,2.0724
-121.14,37.48,6.0,1772.0,332.0,1011.0,331.0,3.7045
-122.3,37.56,35.0,1873.0,351.0,945.0,333.0,5.5184
-119.72,36.73,9.0,1914.0,491.0,1116.0,424.0,1.4646
-121.24,38.0,25.0,1471.0,300.0,721.0,304.0,2.4688
-122.04,37.31,29.0,2476.0,434.0,1217.0,416.0,6.2045
-122.01,38.25,11.0,6550.0,1149.0,3570.0,1123.0,3.8583
-122.03,37.98,44.0,1254.0,252.0,498.0,217.0,3.4531
-118.45,34.04,22.0,3319.0,1045.0,1848.0,940.0,3.6673
-120.46,39.83,18.0,3406.0,673.0,1567.0,617.0,2.2717
-117.05,32.58,22.0,2101.0,399.0,1551.0,371.0,4.1518
-117.62,34.02,9.0,4265.0,587.0,2280.0,589.0,5.5632
-117.91,33.91,34.0,1763.0,303.0,894.0,297.0,5.0096
